hgnc_symbol	affy_hg_u133a_2
PFDN6	222029_x_at
PFDN6	222019_at
PFDN6	
IGHV1-18	
IGHVIII-25-1	
IGHD3-9	
IGHVIII-2-1	
IGHVII-74-1	
	215949_x_at
IGHVII-15-1	
IGHVII-44-2	
IGHV3-19	
ADAM6	
IGHD1-20	
IGHVIII-11-1	
IGHVIII-5-1	
IGHVIII-13-1	
IGHV1-2	
SPACA7	
IGHVIII-67-3	
IGHV3-30-2	
HOMER2P2	
IGHD5-24	
IGHD2-15	
IGHV3-64	
IGHV3-65	
IGHV3-35	
IGHVII-22-1	
ELK2AP	
DUX4L9	216473_x_at
IGHV3-15	
TUBB7P	211915_s_at
IGHV5-51	
FRG2	
CEP72-DT	
CEP72	
IGHVII-46-1	
IGHV3-42	
IGHV3-6	
IGHV3-7	217281_x_at
TUBGCP3	215739_s_at
TUBGCP3	203690_at
TUBGCP3	
IGHV2-26	
IGHV4-55	
SLC9A3	
IGHD5-5	
GPI	
IGHD4-4	
IGHD3-10	
IGHVII-67-1	
IGHV7-27	
IGHV3-41	
IGHVII-62-1	
IGHVIII-5-2	
IGHV4-59	216491_x_at
IGHV4-59	211637_x_at
LINC01070	
IGHV3-33-2	
IGHV2-70	
LINC01043	
IGHVIII-76-1	
IGHV3-43	
LINC01044	
IGHV3-66	
HLA-DMA	217478_s_at
HLA-DMA	
IGHD3-16	
IGHVII-53-1	
IGHV3-22	
IGHV3-72	217320_at
IGHV3-48	
FRG1	204145_at
FRG1	
UBD	205890_s_at
IGHV7-40	
IGHV3-69-1	
IGHV1-69D	211635_x_at
IGHV1-69D	211634_x_at
IGHV3-29	
IGHV3-36	
IGHV1-58	
IGHV2-5	
IGHV3-47	217239_x_at
IGHVIII-44	
IGHV8-51-1	
IGHV3-57	
IGHV3-63	
IGHVIII-26-1	
	215118_s_at
IGHVII-30-1	
IGHD1-1	
IGHV6-1	
IGHV3-60	
IGHV3-38	
LILRB4	
LILRB4	210152_at
IGHV3-73	211642_at
IGHV4-61	216491_x_at
IGHV4-61	211637_x_at
IGHD5-18	
IGHVII-51-2	
IGHD6-13	
IGHV3-74	
IGHV3-25	
IGHVII-65-1	
IGHV3-75	
IGHV2-70D	
IGHD1-7	
IGHVII-33-1	
IGHV3-37	
IGHVII-26-2	
IGHV3-62	
ATP5MC1P1	
IGHV1-67	
IGHVII-1-1	
IGHD2-2	
HOMER2P1	
IGHVIV-44-1	
IGHD4-11	
IGHV1-69-2	
IGHV3-30	215949_x_at
IGHVIII-67-4	
VARS1	
VARS1	201796_s_at
VARS1	201797_s_at
IGHV4-4	
CUTA	221488_s_at
CUTA	
IGHG2	211430_s_at
GAL3ST2	
NEU4	
IGHV3-71	
IGHV1-69	211635_x_at
IGHV1-69	211634_x_at
IGHV3-52	
IGHV3-49	
COPDA1	
IGHV3-76	
IGHVII-49-1	
IGHV1-46	
SLC20A1P1	
IGHVII-60-1	
IGHV5-78	
IGHV3-23	211650_x_at
CLN8	
CLN8	219340_s_at
CLN8	219341_at
IGHVIII-67-2	
IGHV1-14	
MCCD1P1	
BAG6	
BAG6	213318_s_at
BAG6	210208_x_at
BAG6	201255_x_at
CLN8-AS1	
GARRE1	203288_at
LINC00242	
LINC00574	220904_at
DYNLT2	
RN7SKP117	
RPS27P14	
MARVELD2	
SAPCD1-AS1	
HLA-DPB2	
RNF5	209111_at
LINC01237	
EHMT2	202326_at
EHMT2	207484_s_at
EHMT2	
FAM240C	
HLA-J	217436_x_at
HLA-J	
TRIM31	210159_s_at
TRIM31	208170_s_at
TRIM31	215444_s_at
RTP5	
PDCD1	207634_at
C6orf15	221100_at
GRK1	208041_at
TMEM255B	
TMC4	
LINC00552	
ADAM9	202381_at
RPL7AP80	
HLA-U	
	200041_s_at
COL11A2P1	
MTCO2P32	
LPCAT1	
LPCAT1	201818_at
RNU6-164P	
ADAM32	
LILRB1-AS1	
LILRB3	210225_x_at
LILRB3	211135_x_at
LILRB3	211133_x_at
LILRB3	210784_x_at
LILRB3	
GAPDHP26	
BAAT	206913_at
TAF4	
TAF4	213090_s_at
TAF4	208545_x_at
FYTTD1P1	
TRMT112P4	
PLPPR1	219732_at
PLPPR1	
	207457_s_at
CDH4	206866_at
CDH4	220227_at
TUBB	211714_x_at
TUBB	212320_at
TUBB	209026_x_at
B3GALT4	210205_at
SNHG32	220755_s_at
DHX16	203694_s_at
CLPTM1L	
TRPC6P4	
HLA-DRB2	
GLIS2	
TSBP1	
OCLN	209925_at
OCLN	
VASN	
MAPK15	
CORO7-PAM16	218969_at
CORO7-PAM16	
LY6L	
LY6H	206773_at
LYPLA2P1	
HLA-DPA2	216631_s_at
TRIM40	
NPIPA5	214870_x_at
NPIPA5	204538_x_at
NOMO1	217225_x_at
NOMO1	221853_s_at
NOMO1	
LINC02536	
PTPRK-AS1	
MRPS17P5	
PTPRK	203038_at
PTPRK	
FAM83H	
SMIM10L1	221847_at
LINC02904	
	214395_x_at
LINC02878	
GLIS2-AS1	
GFUS	201644_at
GFUS	36936_at
GFUS	
NMRAL1	
PRB3	206998_x_at
CCDC125	
MSH5	
MSH5	210410_s_at
LINC01511	
SLC6A3	206836_at
SLC6A3	
LY6E	202145_at
LY6E	
TAS2R42	
PSMB8	209040_s_at
ADAM18	
ADAM18	207597_at
LY6G5B	
CCL23	210549_s_at
CCL23	210548_at
SUCLA2P1	
HLA-DRB1	215193_x_at
HLA-DPA1	211990_at
HLA-DPA1	211991_s_at
HLA-DPA1	213537_at
HLA-DPA1	
NAIPP4	
TBC1D3G	209403_at
HMGN1P12	
CFL1P5	
AK6	203893_at
AK6	
PRB4	216881_x_at
PUF60	209899_s_at
PUF60	
HMOX2	218121_at
HMOX2	218120_s_at
HMOX2	
PRH1	205272_s_at
PRH1	
MSH5	221406_s_at
TNXB	216333_x_at
TNXB	216339_s_at
TNXB	213451_x_at
TNXB	208609_s_at
TNXB	206093_x_at
C6orf47-AS1	
	205272_s_at
	204919_at
LY6E-DT	
AK3P2	
TSPY24P	
ZNF92P1Y	
RBMY3AP	
RFTN1P1	
CCL16	
CCL16	207354_at
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	
TTTY7B	
RPL3P10	
DDX52	212834_at
DDX52	210320_s_at
DDX52	213637_at
DDX52	
OFD1P3Y	
RBMY2HP	
TTTY6	
ELOCP35	
SLC9B1P1	
USP12PY	
TTTY23	
KDM5DP1	
TTTY7	
	220167_s_at
	215812_s_at
	213843_x_at
	210854_x_at
LINC00279	
DUX4L17	
PRY	208332_at
RRN3	222204_s_at
RRN3	216902_s_at
RRN3	216908_x_at
RRN3	
TSPY18P	
PCMTD1P1	
HSFY7P	
	217480_x_at
ZNF736P6Y	
TUSC2P1	
RBMY2AP	207916_at
FAM197Y5	
TTTY2B	216665_s_at
TTTY2B	217261_at
TTTY2B	
TTTY21	
MRPS36	
PUDPP1	
CDRT15P10	
USP9Y	
USP9Y	214983_at
USP9Y	206624_at
HLA-F	221875_x_at
HLA-F	204806_x_at
HLA-F	
	203577_at
HLA-E	200905_x_at
HLA-E	217456_x_at
HLA-E	200904_at
HLA-E	
CDH12P4	
TBC1D3K	209403_at
RING1	35685_at
RING1	208371_s_at
ZDHHC20P1	
IER3	201631_s_at
FKBPL	219187_at
RPL12P1	
RPS18	
CYP21A1P	
HLA-DPB1	201137_s_at
HLA-DPB1	
AIF1	213095_x_at
AIF1	209901_x_at
AIF1	215051_x_at
HLA-A	
LILRB3	208594_x_at
HMGB1P24	
LHX1-DT	
LYZL6	207343_at
LYZL6	
LY6G6C	207114_at
MRPL45	
CDY3P	
PRY2	208332_at
PARN	203905_at
PARN	
TSPY25P	
OFD1P8Y	
NAPRT	
RNF19BPY	
TSPY23P	
HLA-DOA	206313_at
HLA-DOA	211142_x_at
FAM197Y2	
TUBB1P2	
DUX4L31	
TSPY13P	216374_at
TBC1D3L	209403_at
ACTR3BP1	
RPS24P1	
RBMY2FP	216544_at
NEK4P1	
TTTY1B	216673_at
RCC2P2	
ZNF736P8Y	
RBMY2OP	
EIF1AY	204409_s_at
EIF1AY	204410_at
EIF1AY	
PAM16	
PAM16	218969_at
DHFRP2	
ZNF70P1	
AGER	217046_s_at
AGER	210081_at
HLA-DRB7	
TSPY19P	
BPY2	
BPY2	208331_at
ACACA	212186_at
ACACA	
ACACA	214358_at
HLA-L	
CCDC166	
HLA-DRB1	208306_x_at
HLA-DRB1	209312_x_at
ZNF707	
MTND1P12	
STSP1	
CTBP2P1	
MTND6P1	
DLGAP5P1	
CDC27P2	
TTTY8B	
PABPC1P5	
	216842_x_at
TSPY22P	
RCC2P1	
SHROOM2P1	
TTTY2	216665_s_at
TTTY2	217261_at
USP9YP22	
TTTY18	
DNAJA3	205963_s_at
DNAJA3	
RBMY2QP	
DUX4L18	
TSPY16P	
RBMY2BP	207916_at
RBMY2BP	
RBMY2GP	
ZNF736P11Y	
OFD1P9Y	
BPY2DP	
RBMY2JP	
CHEK2P1	
RBMY2UP	
FAM224B	216786_at
ZNF886P	
HTATSF1P1	
ELOCP8	
OFD1P16Y	
TTTY25P	
FAM197Y1	
	216665_s_at
	216664_at
ASS1P6	
SNX18P1Y	
RBMY2NP	
TTTY1	216673_at
USP9YP4	
MED14P1	
HSFY5P	
ZNF885P	
ARSFP1	
ZNF736P7Y	
SURF6P1	
XGY1	
ANKRD20A6P	
TTTY8	
SAR1AP1	
TRIM31	
ABCF1	200045_at
ABCF1	
RBMY2KP	
TSPY21P	
TTTY19	
TSPY17P	
TTTY4	
TSPY15P	
ELOCP4	
TTTY23B	
TTTY22	
TSPY11P	216374_at
MXRA5Y	
DUX4L16	
TSPY10	207918_s_at
TSPY10	217160_at
PLA2G10	207222_at
CFB	202357_s_at
CFB	211920_at
CFB	
MTCYBP1	
USP9YP17	
TTTY17A	
AGPAT5P1	
TSPY20P	
FAM41AY1	
CNOT3	
TTTY6B	
ELOCP15	
FAM197Y4	
TRIM60P3Y	
MTND1P1	
LINC00280	
PRRC2CP1	
TSPY5P	
ZNF736P10Y	
TSPY1	207918_s_at
RPL23AP1	222279_at
GTF2H4	203577_at
GTF2H4	
CDIP1	218183_at
CDIP1	
CDY12P	
MTND2P3	
TIGD5	
CDY13P	
RBMY1KP	
TTTY11	
ZNF623	
ZNF623	206188_at
TTTY21B	
ARSDP1	
TTTY5	
CDY4P	
MROH6	
RBMY1D	208307_at
PKD1P3	
	214870_x_at
	204538_x_at
CEP20	
SCRIB	212556_at
SCRIB	
RBMY2WP	
USP9YP24	
TTTY10	
UBE2V1P3	216315_x_at
FAM8A4P	
ARSLP1	
TRIM60P8Y	
HLA-DPA3	
FAM197Y9	
FAM197Y3	
PAIP1P1	
NFKBIL1	209973_at
NFKBIL1	
MED13P1	
TSPY6P	207918_s_at
LENG8-AS1	
CYCSP46	
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	211460_at
CORO7	219040_at
CORO7	
HSFY2	
MPIG6B	221342_at
RPL15P20	
ABCC6P2	214033_at
ABCC6P2	
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	212053_at
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	209772_s_at
CD24P4	208650_s_at
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	208339_at
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	221978_at
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	208339_at
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	216786_at
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	211460_at
RAB9AP4	
TRAPPC2P7	
TTTY14	
TTTY14	207063_at
KDM5D	206700_s_at
KDM5D	
SLC44A4	205597_at
SLC44A4	
CEP170	207719_x_at
CEP170	212746_s_at
CEP170	
PBX2	202876_s_at
PBX2	202875_s_at
PBX2	211097_s_at
PBX2	211096_at
LINC03003	
RPS18	201049_s_at
RN7SKP175	
COL11A2	216993_s_at
COL11A2	213870_at
COL11A2	
HCG25	
HSFY1	
AKT3	
AKT3	212609_s_at
AKT3	219393_s_at
AKT3	212607_at
TGIF2LY	
RBMY1F	208307_at
TNXB	203168_at
TNXB	211611_s_at
PKD1P1	
ABCC6	215559_at
ABCC6	208480_s_at
ABCC6	
ABCC6	214033_at
CDY2A	207646_s_at
ZNF736P3Y	
TRIM60P9Y	
PRKY	204060_s_at
PRKY	206279_at
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	208331_at
BPY2C	
LINC01347	
SDCCAG8	
TTTY4C	
DAZ4	216922_x_at
DAZ4	207912_s_at
DAZ4	208282_x_at
DAZ4	208281_x_at
DAZ4	207909_x_at
DAZ4	216351_x_at
HLA-DQA1	
HLA-DQA1	212671_s_at
C6orf136	
PRR3	204795_at
PRR3	
RNU6-747P	
MYO19	
MYO19	219320_at
MPV17L	
NTAN1	213061_s_at
NTAN1	213062_at
NTAN1	
GPANK1	
NOTCH4	205247_at
TAP2	208428_at
TAP2	204770_at
TAP2	204769_s_at
TAP2	
CSNK2B	201390_s_at
CSNK2B	
VPS52	214585_s_at
VPS52	
NPIPA3	
NPIPA3	214870_x_at
NPIPA3	204538_x_at
BMERB1	212736_at
BMERB1	
	221501_x_at
CDY2B	207646_s_at
XGY2	
BFAR	218056_at
BFAR	
RNU6-1334P	
SRY	207893_at
RNASEH2CP1	
TOMM22P2	
RPS4Y1	201909_at
RPS4Y1	
HLA-S	
KIFC1	209680_s_at
KIFC1	
SLC39A7	
SLC39A7	202667_s_at
PKD1P6	
PKD1P6	214035_x_at
HSFY3P	
NAP1L1P2	
ZFY	207246_at
ZFY	207247_s_at
ZFY	
PCGF2	213551_x_at
PCGF2	203793_x_at
PCGF2	214239_x_at
PCGF2	203792_x_at
NDE1	218414_s_at
NDE1	
ZFY-AS1	
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	205001_s_at
DDX3Y	
DDX3Y	205000_at
RPL17P40	
	81737_at
	222145_at
MARF1	202386_s_at
MARF1	
MLLT6	
ZNHIT3	212544_at
ZNHIT3	
PRPF31-AS1	
CASKP1	
UTY	208067_x_at
UTY	
UTY	211149_at
UTY	210322_x_at
ABCC1	202805_s_at
ABCC1	202804_at
ABCC1	
SFTA2	
TADA2A	210537_s_at
TADA2A	209938_at
TADA2A	
RPL35AP4	
OR12D3	
ATF6B	216208_s_at
ATF6B	211611_s_at
ATF6B	203168_at
ATF6B	
LILRA4	210313_at
FLOT1	208748_s_at
FLOT1	
CCHCR1	
CCHCR1	37424_at
CCHCR1	37425_g_at
CCHCR1	42361_g_at
CCHCR1	209698_at
HLA-DQA2	212671_s_at
MRM1	219967_at
GGNBP2	218079_s_at
GGNBP2	
NPIPA1	214870_x_at
NPIPA1	204538_x_at
NPIPA1	
	221148_at
NOMO3	217225_x_at
NOMO3	221853_s_at
NOMO3	
NOMO3	221852_at
CCL15	210390_s_at
PIP4K2B	201081_s_at
PIP4K2B	201080_at
PIP4K2B	
TAPBP	208829_at
TAPBP	213081_at
TAPBP	210294_at
TAPBP	
POLR2LP1	
AATF	209165_at
AATF	
TMSB4Y	206769_at
ANOS2P	206769_at
ANOS2P	216376_x_at
ANOS2P	
VCY	206922_at
TBC1D3H	209403_at
DDX39B	200041_s_at
DDX39B	
DAZ3	216922_x_at
DAZ3	207912_s_at
DAZ3	208282_x_at
DAZ3	216351_x_at
DAZ3	208281_x_at
DAZ3	207909_x_at
HCG9	208287_at
RANP1	200750_s_at
ZBTB12	
DAZ1	216922_x_at
DAZ1	207912_s_at
DAZ1	208282_x_at
DAZ1	216351_x_at
DAZ1	208281_x_at
DAZ1	207909_x_at
C17orf98	
	214107_x_at
	215090_x_at
SOCS7	214015_at
SOCS7	
C6orf47	204968_at
EPOP	
LRRC37A9P	
PPP1R12BP2	
REREP1Y	
RBMY2CP	207916_at
RBMY2CP	
RDM1	
AMELY	208220_x_at
TBL1Y	211462_s_at
HLA-C	214459_x_at
HLA-C	208812_x_at
HLA-C	
GPR143P	
DAZ2	216922_x_at
DAZ2	207912_s_at
DAZ2	208282_x_at
DAZ2	216351_x_at
DAZ2	208281_x_at
DAZ2	207909_x_at
MYH11	201496_x_at
MYH11	201495_x_at
MYH11	207961_x_at
MYH11	201497_x_at
MYH11	
HEATR9	
HSD17B8	213540_at
TSPY2	207918_s_at
TSPY2	217160_at
SKIV2L	203727_at
SKIV2L	
RBMY1A3P	
TTTY20	
FAM197Y8	
TSPY8	207918_s_at
TSPY8	217160_at
LY6G6D	207457_s_at
FAM197Y7	
TSPY7P	207918_s_at
FAM197Y6	
TSPY3	207918_s_at
TSPY3	
TSPY3	217160_at
HNF1B	205313_at
HNF1B	
HNF1B	208135_at
AGKP1	
NLGN4Y-AS1	
RBMY1E	208307_at
HLA-DQB1	211656_x_at
HLA-DQB1	212998_x_at
STK19B	
RGL2	209110_s_at
RGL2	
NLGN4Y	207703_at
NLGN4Y	
MUCL3	
VARS2	
PIGW	
CCL5	204655_at
CCL5	1405_i_at
CCL5	
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
USP9YP21	
XKRYP6	
PRYP4	208332_at
SNORD117	
SNORD48	
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	207916_at
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	206922_at
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	211460_at
TBL1YP1	
HLA-B	208729_x_at
HLA-B	
RPS4Y2	
HSFY4P	
GAPDHP17	
TMEM167AP1	
	211614_at
TOMM22P1	
NEFLP1	
PRORY	221179_at
RBMY2TP	
TSPY14P	
RBMY1HP	208307_at
RBMY1B	208307_at
DUSP14	203367_at
GPR179	
YWHAEP7	
CISD3	
LHX1	
LHX1	206230_at
RBMY1A1	208307_at
SYNRG	64418_at
SYNRG	221937_at
SYNRG	
TTTY13	
DAXX	201763_s_at
DAXX	
ELOCP5	
CDY10P	
USP9YP3	
USP9YP8	
CDY11P	
RBMY2EP	
HSFY6P	
USP9YP18	
CDY14P	
ELOCP16	
XKRYP3	
USP9YP25	
USP9YP29	
RNU1-97P	
RAB9AP1	
TRAPPC2P9	
OFD1P11Y	
PRYP3	208332_at
RNU2-57P	
VDAC1P6	217139_at
VDAC1P6	217140_s_at
EIF4A1P2	
KRT18P10	
SNX3P1Y	
RPL26P37	222229_x_at
PCDH11Y	217049_x_at
PCDH11Y	211227_s_at
PCDH11Y	208366_at
PCDH11Y	210292_s_at
PCDH11Y	
NELFE	209219_at
NELFE	
RN7SL274P	
OFD1P10Y	
NPIPA7	221501_x_at
NPIPA7	214870_x_at
NPIPA7	204538_x_at
ELOCP9	
CDY15P	
XKRYP4	
USP9YP13	
USP9YP11	
TTTY3B	
USP9YP12	
RNU1-86P	
RAB9AP5	
TRAPPC2P10	
OFD1P12Y	
ELOCP10	
CDY1B	207647_at
CDY1B	207646_s_at
CDY17P	
USP9YP35	
USP9YP31	
CDY18P	
GOLGA6L11P	
HCG24	
DNM1P24	
CSPG4P2Y	211461_at
CSPG4P3Y	211461_at
GOLGA2P2Y	
RN7SL818P	
UBE2Q2P4Y	
LINC00265-2P	
CICP2	
SEPTIN14P22	
	201492_s_at
RBMY2XP	
TTTY17B	
TRIM60P5Y	
ZNF736P12Y	
TTTY4B	
BPY2B	
BPY2B	208331_at
PRRC2A	208132_x_at
PRRC2A	212081_x_at
PRRC2A	214201_x_at
PRRC2A	
ZNF736P4Y	
TTTY17C	
RBMY2YP	
SEPTIN14P23	
CICP1	
LINC00265-3P	
UBE2Q2P5Y	
GOLGA2P3Y	
RN7SL725P	
CSPG4P4Y	211461_at
CSPG4P1Y	211461_at
DNM1P48	
GOLGA6L16P	
CDY19P	
USP9YP36	
USP9YP33	
CDY20P	
ELOCP34	
OFD1P13Y	
TRAPPC2P5	
RAB9AP2	
USP9YP30	
RNU1-107P	
TTTY3	
USP9YP9	
USP9YP19	
XKRYP5	
TPTE2P4	
CYCSP49	
SLC25A15P1	
PARP4P1	
CCNQP2	
CDY1	207646_s_at
CDY1	207647_at
TSPY4	207918_s_at
TSPY4	217160_at
RNU4-45P	
RBMY1J	208307_at
C4B-AS1	
TSPY9	207918_s_at
BCORP1	
TXLNGY	
TXLNGY	214131_at
MYL12BP3	
POU5F1	214532_x_at
POU5F1	208286_x_at
POU5F1	210905_x_at
POU5F1	
ZNF736P9Y	
GYG2P1	
CYB5AP3	
CWC25	218655_s_at
CWC25	
SERPINA1	211429_s_at
SERPINA1	202833_s_at
SERPINA1	
PRIMA1	
C17orf78	
IFI27	202411_at
IFI27	
CCL14	205392_s_at
MMP28	219909_at
MMP28	
PPP4R4	220673_s_at
PPP4R4	220672_at
C4A	214428_x_at
C4A	208451_s_at
C4A	
MOAP1	212508_at
TMEM251	213246_at
SERPINA6	206325_at
SERPINA6	
FAM181A-AS1	
BTBD7	
BTBD7	217141_at
BTBD7	220297_at
TAF15	202840_at
TAF15	
DXO	215982_s_at
DXO	38157_at
DXO	204522_at
RNU6-280P	
NOTCH4	
IFI27L1	
UNC79	
	208469_s_at
	209826_at
PHF1	
PHF1	202928_s_at
PHF1	40446_at
C4B	
CCL15-CCL14	210390_s_at
CCL15-CCL14	205392_s_at
DHRS11	218756_s_at
DHRS11	
ARHGAP23	
LINC02287	
CCDC197	
SERPINA10	220626_at
ATP6V1G2	214762_at
OBP2B	220959_s_at
OBP2B	
UBR7	218108_at
UBR7	
LCN1P1	
ABO	214504_at
LINC02833	
SERPINA2	
SERPINA2	208531_at
LCN1P2	
SURF6	
ITPK1-AS1	
ASB2	
MED22	206593_s_at
MED22	
DDR1	210749_x_at
DDR1	207169_x_at
DDR1	208779_x_at
DDR1	1007_s_at
PSMB3	201400_at
PSMB3	
CDSN	206193_s_at
CDSN	206192_at
ITPK1	210740_s_at
ITPK1	210197_at
ITPK1	
TBC1D3F	209403_at
TBC1D3JP	
RPL7A	217740_x_at
RPL7A	
SNORD24	
SNORD36B	217740_x_at
SNORD36A	217740_x_at
OTUB2	219369_s_at
OTUB2	
SNORD36C	
SURF1	204295_at
SURF1	
MICE	
FAM181A	
COX8C	
IFI27L2	
SLC16A1	202235_at
SLC16A1	209900_s_at
SLC16A1	202236_s_at
SLC16A1	202234_s_at
SLC16A1	
SURF2	205224_at
SURF2	
CHGA	204697_s_at
CHGA	
SURF4	
AKR7A2P1	
LRIG2-DT	
ZBTB22	213081_at
ZBTB22	
USP8P1	
DDX24	200694_s_at
DDX24	200702_s_at
SERTAD4-AS1	
STKLD1	
SERTAD4	
ST13P19	
HHAT	219687_at
HHAT	
REXO4	218767_at
REXO4	
C4B	214428_x_at
C4B	208451_s_at
GON7	
RNU6-1258P	
	201390_s_at
RNU5A-8P	
BPNT2P1	
ADAMTS13	220208_at
ADAMTS13	
HLA-DQA2	203290_at
ZNF445	
ZNF852	
CACFD1	219223_at
CACFD1	61874_at
CACFD1	
EI24P3	
HLA-DQB1	209823_x_at
ZKSCAN7	206314_at
ZKSCAN7	
SLC2A6	220091_at
SLC2A6	
ZKSCAN7-AS1	
ZNF660	
MPRIPP1	
ZNF197	
ZNF197	205855_at
ZNF197-AS1	
ZNF35	206096_at
ZNF35	
CYP21A2	214622_at
CYP21A2	
SOCS5P3	
ZNF502	
HCG20	
ZNF501	
KIAA1143	
KIF15	219306_at
KIF15	
MICA	205905_s_at
MICA	205904_at
MICA	
FOXR1	
CENATAC-DT	
CENATAC	
FAM8A5P	
RPL23AP64	
RPS25	200091_s_at
RPS25	
TRAPPC4	
TRAPPC4	217959_s_at
TRAPPC4	217958_at
MIR564	
TMEM42	
TGM4	
TGM4	206260_at
TGM4	217566_s_at
SLC37A4	217289_s_at
SLC37A4	202830_s_at
HYOU1	200825_s_at
HYOU1	
	201846_s_at
LINC00349	
RNU1-62P	
RNA5SP136	
SNX19P2	
ANKRD26P4	
TERF1P5	203448_s_at
PARP4	202239_at
PARP4	
ZDHHC20P2	
USP12-DT	
MIPEP	36830_at
MIPEP	204305_at
MIPEP	
C4A-AS1	
LINC00442	
PSPC1P1	
RHOT1P3	
CYCSP33	216822_x_at
TPTE2P6	
LSP1P1	
ZNF962P	216469_at
FAM207BP	
LINC00297	
KATNAL1	
LINC00365	
RPL17P51	
HSPD1P9	
GGT4P	215603_x_at
C1QTNF9-AS1	
UBE2L5	200682_s_at
CCNA1	205899_at
VPS11-DT	
VPS11	203292_s_at
VPS11	
PAN3-AS1	
USPL1	
USPL1	204190_at
LINC00384	
URAD	
MTCO3P2	
HMGB1	214938_x_at
HMGB1	200680_x_at
HMGB1	200679_x_at
STARD13-AS	
KAT6B	
KAT6B	214496_x_at
KAT6B	211874_s_at
KAT6B	212452_x_at
KAT6B	212462_at
SOHLH2	220129_at
SOHLH2	
FEM1AP4	
	202723_s_at
LINC00572	
USP24P1	
GPALPP1	
GPALPP1	220171_x_at
ZBTB9	
FAM230C	
LINC00330	
	211455_at
GGT4P	
HSPH1	208744_x_at
HSPH1	206976_s_at
HSPH1	
IGSF3P1	
KMT5AP1	220200_s_at
WDR46	209196_at
WDR46	
NALCN-AS1	
LINC00411	
RPS20P32	
FABP3P2	216569_at
LINC02340	
MTUS2-AS1	
NUFIP1	205135_s_at
NUFIP1	205136_s_at
NUFIP1	205134_s_at
KPNA3	221502_at
KPNA3	221503_s_at
KPNA3	
SMARCE1P5	
LINC01066	
CRYL1	220753_s_at
CRYL1	
C13orf46	
RASA3	206221_at
RASA3	206220_s_at
RASA3	
LINC00398	
SMPD4P2	
LINC00562	
RPS21P8	
RBM22P2	
ATP5F1EP2	
CDX2	206387_at
PAN3	
RASA3-IT1	
LINC00332	
CAB39L	221003_s_at
CAB39L	
CYCSP34	
RGS17P1	
CHCHD2P11	
LINC02334	
TIMM9P3	
LINC00457	
RAD17P2	
SMIM2-IT1	
PRDX2P1	
SLC25A15	
SLC25A15	218653_at
LINC00385	
LINC00387	
DNAJC15	
DNAJC15	218435_at
LINC00412	
STARD13-IT1	
GPR12	214558_at
LINC01076	
MTUS2-AS2	
GTF2F2	209595_at
GTF2F2	
LEUTX	
DYRK1B	217270_s_at
DYRK1B	204954_s_at
DYRK1B	
LINC02343	
POU5F1	210265_x_at
ZNF646P1	
RPP40P2	
PPIAP26	
GAMTP2	
WASF3	
WASF3	204042_at
LINC00366	
LINC00407	
ANKRD26P3	
MIR6719	
FBL	211623_s_at
FBL	
POSTN	210809_s_at
POSTN	
POSTN	214981_at
DUSP29	
FCGBP	203240_at
PRR13P5	
PSMC4	201252_at
ZNF546	
ZNF780B	215570_s_at
ZNF780B	214899_at
ZNF780B	
ZNF780A	215570_s_at
ZNF780A	
SYNGAP1	
RNU6-943P	
SERP2	
LINC00558	
