hgnc_symbol	affy_hg_u95e
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	84939_at
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	75186_r_at
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	
RAB9AP4	
TRAPPC2P7	
TTTY14	
TTTY14	82802_at
TTTY14	75210_r_at
TTTY14	82805_at
KDM5D	
SLC44A4	
CEP170	
PBX2	
LINC03003	
RN7SKP175	
COL11A2	
HCG25	
HSFY1	
AKT3	
AKT3	87279_at
TGIF2LY	
RBMY1F	
PKD1P1	
ABCC6	
CDY2A	
ZNF736P3Y	
TRIM60P9Y	
PRKY	
PRKY	67293_at
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
	80248_at
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	
LINC01347	
SDCCAG8	
TTTY4C	
DAZ4	
HLA-DQA1	
C6orf136	
PRR3	
RNU6-747P	
MYO19	89577_at
MYO19	89670_at
MYO19	
MPV17L	
NTAN1	
GPANK1	
NOTCH4	
TAP2	
CSNK2B	
VPS52	
NPIPA3	
BMERB1	
CDY2B	
XGY2	
BFAR	
RNU6-1334P	
SRY	
RNASEH2CP1	
TOMM22P2	
RPS4Y1	
HLA-S	
KIFC1	
SLC39A7	
PKD1P6	
HSFY3P	
NAP1L1P2	
ZFY	73006_r_at
ZFY	
PCGF2	69148_s_at
PCGF2	
NDE1	
ZFY-AS1	84622_at
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	70986_at
DDX3Y	70985_r_at
DDX3Y	70983_s_at
DDX3Y	
RPL17P40	
MARF1	
MLLT6	
ZNHIT3	
PRPF31-AS1	
	74619_at
CASKP1	
UTY	
ABCC1	
SFTA2	
TADA2A	77102_at
TADA2A	
RPL35AP4	
ATF6B	
CCHCR1	
HLA-DQA2	
MRM1	
GGNBP2	67853_at
GGNBP2	
NPIPA1	
NOMO3	
NOMO3	89354_r_at
CCL15	
PIP4K2B	
TAPBP	
POLR2LP1	
AATF	
TMSB4Y	
ANOS2P	
VCY	
TBC1D3H	91373_at
DDX39B	72981_at
DDX39B	
DAZ3	
HCG9	
RANP1	
ZBTB12	
DAZ1	
C17orf98	
SOCS7	
SOCS7	91491_at
SOCS7	89916_at
C6orf47	
PRRT1	89793_at
EPOP	91799_at
LRRC37A9P	
PPP1R12BP2	
REREP1Y	
RBMY2CP	
RDM1	86200_at
RDM1	
AMELY	
TBL1Y	
HLA-C	
GPR143P	
DAZ2	
MYH11	
MYH11	77896_at
HEATR9	
HSD17B8	
TSPY2	
SKIV2L	
RBMY1A3P	
TTTY20	
FAM197Y8	
TSPY8	
LY6G6D	
FAM197Y7	
TSPY7P	
FAM197Y6	
TSPY3	
HNF1B	
AGKP1	
NLGN4Y-AS1	
RBMY1E	
HLA-DQB1	
STK19B	
RGL2	
NLGN4Y	
MUCL3	86435_at
VARS2	
PIGW	
CCL5	
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	85058_at
SRCIN1	
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
USP9YP21	
XKRYP6	
PRYP4	
SNORD117	
SNORD48	
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	
TBL1YP1	
RPS4Y2	
HSFY4P	
GAPDHP17	
TMEM167AP1	
TOMM22P1	
NEFLP1	
PRORY	
RBMY2TP	
TSPY14P	
RBMY1HP	
RBMY1B	
DUSP14	
GPR179	
YWHAEP7	
CISD3	
LHX1	
RBMY1A1	
SYNRG	71714_at
SYNRG	71713_g_at
SYNRG	90028_at
SYNRG	
TTTY13	
DAXX	
ELOCP5	
CDY10P	
USP9YP3	
USP9YP8	
CDY11P	
RBMY2EP	
HSFY6P	
USP9YP18	
CDY14P	
ELOCP16	
XKRYP3	
USP9YP25	
USP9YP29	
RNU1-97P	
RAB9AP1	
TRAPPC2P9	
OFD1P11Y	
PRYP3	
RNU2-57P	
VDAC1P6	
EIF4A1P2	
KRT18P10	88043_g_at
SNX3P1Y	
RPL26P37	
PCDH11Y	
NELFE	
	86509_at
RN7SL274P	
OFD1P10Y	
NPIPA7	
ELOCP9	
CDY15P	
XKRYP4	
USP9YP13	
USP9YP11	
TTTY3B	
USP9YP12	
RNU1-86P	
RAB9AP5	
TRAPPC2P10	
OFD1P12Y	
ELOCP10	
CDY1B	
CDY17P	
USP9YP35	
USP9YP31	
CDY18P	
GOLGA6L11P	
HCG24	
DNM1P24	
CSPG4P2Y	
CSPG4P3Y	
GOLGA2P2Y	
RN7SL818P	
UBE2Q2P4Y	
LINC00265-2P	
CICP2	
SEPTIN14P22	
RBMY2XP	
TTTY17B	
TRIM60P5Y	
ZNF736P12Y	
TTTY4B	
BPY2B	
PRRC2A	
ZNF736P4Y	
TTTY17C	
RBMY2YP	
SEPTIN14P23	
CICP1	
LINC00265-3P	
UBE2Q2P5Y	
GOLGA2P3Y	
RN7SL725P	
CSPG4P4Y	
CSPG4P1Y	
DNM1P48	
GOLGA6L16P	
CDY19P	
USP9YP36	
USP9YP33	
CDY20P	
ELOCP34	
OFD1P13Y	
TRAPPC2P5	
RAB9AP2	
USP9YP30	
RNU1-107P	
TTTY3	
USP9YP9	
USP9YP19	
XKRYP5	
TPTE2P4	
CYCSP49	
SLC25A15P1	
PARP4P1	
CCNQP2	
CDY1	
TSPY4	
RNU4-45P	
RBMY1J	
C4B-AS1	
TSPY9	
BCORP1	
TXLNGY	
TXLNGY	74044_at
TXLNGY	77112_at
MYL12BP3	
POU5F1	80448_f_at
POU5F1	
ZNF736P9Y	
GYG2P1	77621_f_at
GYG2P1	77623_at
GYG2P1	
CYB5AP3	
CWC25	91910_at
CWC25	91912_g_at
CWC25	
SERPINA1	
PRIMA1	
C17orf78	
IFI27	
CCL14	
MMP28	83070_r_at
MMP28	
MMP28	70688_at
PPP4R4	
C4A	
MOAP1	
TMEM251	
SERPINA6	
FAM181A-AS1	
BTBD7	90217_at
BTBD7	78470_at
BTBD7	
TAF15	
DXO	
RNU6-280P	
IFI27L1	
UNC79	78558_at
PHF1	
C4B	
CCL15-CCL14	
DHRS11	
	87535_at
ARHGAP23	
LINC02287	
CCDC197	
SERPINA10	
ATP6V1G2	
OBP2B	
UBR7	
LCN1P1	
ABO	
LINC02833	
LINC02833	88340_at
SERPINA2	
LCN1P2	
SURF6	
ITPK1-AS1	
ASB2	
MED22	
PSMB3	
CDSN	
ITPK1	
TBC1D3F	91373_at
TBC1D3JP	
RPL7A	
SNORD24	
SNORD36B	
SNORD36A	
OTUB2	
SNORD36C	
SURF1	
MICE	
FAM181A	
COX8C	
IFI27L2	
SLC16A1	73253_at
SLC16A1	
SURF2	
CHGA	
SURF4	
AKR7A2P1	
LRIG2-DT	
ZBTB22	
USP8P1	
DDX24	91159_at
DDX24	
SERTAD4-AS1	
STKLD1	
SERTAD4	78297_at
SERTAD4	77512_at
SERTAD4	
ST13P19	
HHAT	
REXO4	87980_at
REXO4	
GON7	
RNU6-1258P	
RNU5A-8P	
BPNT2P1	
ADAMTS13	83126_at
ADAMTS13	74641_at
ADAMTS13	
ZNF445	67830_at
ZNF445	81840_at
ZNF445	
ZNF852	
CACFD1	
EI24P3	
ZKSCAN7	
HLA-DQB1	88368_at
SLC2A6	
ZKSCAN7-AS1	
ZNF660	
MPRIPP1	
ZNF197	
ZNF197	84344_r_at
ZNF197-AS1	
ZNF35	
CYP21A2	
SOCS5P3	
ZNF502	72352_at
ZNF502	
HCG20	
ZNF501	
KIAA1143	
KIAA1143	78105_at
KIAA1143	78568_at
KIF15	77201_at
KIF15	
MICA	
FOXR1	
CENATAC-DT	
CENATAC	
CENATAC	73678_at
FAM8A5P	
RPL23AP64	
RPS25	
TRAPPC4	
TRAPPC4	91724_at
MIR564	
TMEM42	
TGM4	
SLC37A4	
HYOU1	
LINC00349	
RNU1-62P	
	90042_f_at
	90044_r_at
RNA5SP136	
SNX19P2	
ANKRD26P4	
TERF1P5	
PARP4	
PARP4	67691_at
ZDHHC20P2	
USP12-DT	
MIPEP	
C4A-AS1	
LINC00442	
PSPC1P1	
RHOT1P3	
CYCSP33	
TPTE2P6	
LSP1P1	
ZNF962P	
FAM207BP	
LINC00297	
KATNAL1	78461_at
KATNAL1	
LINC00365	
RPL17P51	
HSPD1P9	
GGT4P	
C1QTNF9-AS1	
UBE2L5	
CCNA1	
VPS11-DT	
VPS11	
PAN3-AS1	
USPL1	
LINC00384	
URAD	
MTCO3P2	
HMGB1	
STARD13-AS	
KAT6B	
SOHLH2	74580_at
SOHLH2	
FEM1AP4	
LINC00572	
USP24P1	
GPALPP1	
ZBTB9	
FAM230C	85020_at
LINC00330	
HSPH1	75954_at
HSPH1	
IGSF3P1	69993_at
KMT5AP1	77489_at
WDR46	
NALCN-AS1	
LINC00411	
RPS20P32	
FABP3P2	
LINC02340	
MTUS2-AS1	
NUFIP1	
KPNA3	
SMARCE1P5	
LINC01066	
CRYL1	
C13orf46	
RASA3	78379_at
RASA3	
LINC00398	
SMPD4P2	
LINC00562	
RPS21P8	
RBM22P2	
ATP5F1EP2	
CDX2	90102_at
CDX2	
PAN3	
RASA3-IT1	
LINC00332	
CAB39L	
MUCL3	
CYCSP34	
RGS17P1	
CHCHD2P11	
LINC02334	
TIMM9P3	
LINC00457	
RAD17P2	
SMIM2-IT1	
PRDX2P1	
SLC25A15	
LINC00385	
LINC00387	
DNAJC15	
LINC00412	
STARD13-IT1	
GPR12	
LINC01076	
MTUS2-AS2	
GTF2F2	
LEUTX	
DYRK1B	
LINC02343	
ZNF646P1	
RPP40P2	
PPIAP26	
GAMTP2	
WASF3	
LINC00366	
LINC00407	
ANKRD26P3	
MIR6719	
FBL	
POSTN	
DUSP29	
FCGBP	
PRR13P5	
PSMC4	
ZNF546	
ZNF780B	85930_at
ZNF780B	
ZNF780A	73573_at
ZNF780A	
SYNGAP1	
SYNGAP1	89675_r_at
SYNGAP1	89674_r_at
RNU6-943P	
SERP2	
LINC00558	
GNG5P5	
FNDC3A	
LINC01784	68479_at
PRAMEF11	
PRAMEF30P	
HNRNPCL1	
PRAMEF2	
PRAMEF4	
PRAMEF10	
FHP1	
CCDC169-SOHLH2	74580_at
PRAMEF7	
RNU6-1072P	
PRAMEF29P	
PRAMEF6	
BCL2L14	
FREM2-AS1	
TOMM22P3	
EEF1A1P3	
PRAMEF28P	
SUGT1P3	
PRAMEF27	
LHFPL6	
HNRNPCL3	
WDR95P	
POLR3KP1	
SLC25A5P4	
LINC00378	
PRAMEF34P	
PRAMEF35P	
SPATA13-AS1	
USP12-AS1	
PRDX3P3	
PRR20FP	
PRAMEF36P	
RPSAP53	
DNAJA1P1	
LINC01065	
	68479_at
PRAMEF26	
DIAPH3-AS1	
DIAPH3-AS1	74679_at
ELL2P3	
BCRP9	
AKAP11	
PTMAP9	
MIR1244-4	
LRP6	79842_at
LRP6	
PRAMEF13	
SMIM2	
MZT1	
CASC20	
PRAMEF31P	
PLCB1-IT1	
LINC01053	
ADRA1D	
H3P36	
LINC00374	
PROSER1	
RSPO4	
PRAMEF32P	
RNU6-771P	
DEFB129	
ANGPT4	
SIRPG	69207_at
SIRPG	
RPL37P21	
COX7CP1	
ERICH6B	
LINC00547	
RPL13AP25	
KL	
DYNLT3P1	
SHLD1	
MARK2P12	
TPTE2P5	72879_at
TPTE2P5	
RNU6-545P	
LINC01706	
RNU6-318P	
MANSC1	
TMX4	87968_at
TMX4	
PCDH8	
RPL23AP66	
RPL35AP31	
LOH12CR2	
PIBF1	
SLX4IP	68062_at
SLX4IP	
BORCS5	
EEF1A1P34	
DEFB125	
DUSP16	
MACROD2-IT1	
NKX2-2	
BMP2	
PDYN	
FABP5P1	
BORA	
MAGI1	
MAGI1	67248_at
LINC01428	
RPLP0P1	
FAM110A	
INSM1	
SIRPG-AS1	
DEFB128	
LINC01713	
LINC00393	
BTBD3-AS1	
IDH3B-DT	
KLHL1	
SCP2D1-AS1	
DEFB126	81783_at
	74727_at
BTBD3	
GTF3A	
GTF3A	74678_at
MFAP1P1	
LINC00437	
CNMD	
NKX2-4	
RPL7P2	
RPS10P2	
EIF4E2P1	
TMEM230	
B3GLCT	
BCL7A	
LINC01442	
NAP1L4P3	
HNF4GP1	
	69802_r_at
RPL12P34	
PCDH9-AS4	
TPTE2P2	
LINC02985	
MLXIP	
HMGN2P39	
LINC00364	
PLA2G12AP2	
	75282_at
ZDHHC20P4	
LINC00550	
PCDH9-AS2	
ELF1	
PCSK2	80774_r_at
PCSK2	
SCEL	
ZNF343	
PA2G4P2	
NKX2-2-AS1	
CST8	
SLC25A26	
ISM1	
SNORD84	
SNORA38	
FLRT3	90380_at
FLRT3	79539_at
CST5	
RPL7AP13	
PGAM3P	
LINC01752	
SYNDIG1	
LINC01432	
RPS11P1	
HAO1	
COX4I1P2	
FGFR1OP2P1	
KATNBL1P1	
TSC22D1	
TSC22D1	88297_at
RNU6-787P	
RN7SL482P	
LINC01751	
XRN2	77664_at
XRN2	80109_at
NPM1P22	
NIPA2P5	
PWWP2AP1	
RPL31P53	
RPL18AP17	
SPATA2P1	
HSPD1P8	
RPL21P111	
MTCL1P1	
FREM2	
GPCPD1	
RPL21P109	
LINC00331	
CTAGE11P	
PRR20B	
HNRNPA1P18	
TBC1D4	
SIRPB3P	
SNRPB2	
HLA-DRB8	
LINC01355	84110_at
LINC01722	
HNRNPR	80274_at
HNRNPR	
GAPDHP2	
PCMTD1P7	
CST13P	
VDAC1P12	
RPL21P108	
RPS3AP52	
CTAGE16P	
UBBP5	
LINC00333	
EIF4EP1	
CST7	
PRR20D	
SPRY2	
PRR20E	
PTPN2P2	
RPS3P1	
UFM1	
CSTP1	
APMAP	
BFSP1	
IGKV5-2	
IGKV7-3	
OR7E33P	
PGBD4P5	
MTND4P1	
IGKV2-4	
MTCO2P3	
DACH1	
IGKV1-5	
IGKV1-6	
IGKV3-7	
IGKV1-8	
IGKV1-9	
IGKV2-10	
IGKV3-11	
IGKV1-12	
IGKV1-13	
IGKV2-14	
IGKV3-15	
IGKV1-16	
IGKV1-17	
IGKV2-18	
IGKV2-19	
IGKV3-20	
FRG1EP	
PDYN-AS1	
IGKV6-21	
BSNDP2	
CFTRP2	
IGKV1-22	
IGKV2-23	
GGTLC1	
IGKV2-24	
IGKV3-25	
IGKV2-26	
IGKV1-27	
IGKV2-28	
IGKV2-29	
IGKV2-30	
IGKV3-31	
IGKV1-32	
IGKV1-33	
GTF2IP3	
ZNF436	
IGKV3-34	
OR7E111P	
IGKV1-35	
IGKV2-36	
IGKV1-37	
PPIAP23	
LINC02333	
IGKV2-38	
IGKV1-39	
KLF5	
ZNF436-AS1	
IGKV2-40	
FAM182B	
TCEA3	
TCEA3	67568_at
POM121L3P	
CST2	
RBM26-AS1	
CST12P	
	81694_at
RPL31P54	
DSTN	
CBY2	
LINC00408	
ASAP3	
CFTRP3	
UBE2D3P4	
VN1R108P	75822_at
WASF3-AS1	
STK35	89721_at
STK35	
LINC00377	
TGDS	
DUX4L35	
LINC01597	
RPS18P1	
SCRT2	
ISM1-AS1	
NCOA6	
RPS10P21	
BCAS2P3	
RABEPKP1	
FLT1	
E2F2	
ID3	
NEK2P2	
TOMM40P2	
CCT8L2	74266_at
CFTRP1	
DEFB127	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
LINC01723	89713_at
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
GLRXP1	
SPTLC3	
ABCD1P4	
SLC25A15P5	
PABPC1P9	
HSFY1P1	
LINC01665	
TMEM191B	
DUX4L32	
HSPE1P1	
GSTM3P1	
MACROD2-AS1	
BNIP3P2	
FAM182A	
ANKRD62P1	
ZNF72P	
GRAMD4P2	
MED15P7	
NBEAP3	
SUSD2P2	
FRG1GP	
IGKV3OR22-2	
FAM247B	
PCDH9-AS3	
BMS1P22	
ACSS2	79418_at
ACSS2	
UBAC2	
KCNMB3P1	
IGKV2OR22-4	
POTEH-AS1	89531_at
CSN2	
PARP4P3	
GPM6BP3	
SLC9B1P4	82394_at
DUXAP8	
PPP1R26P2	
FAM230A	
FAM230A	85020_at
MTND1P17	
NF1P6	
STATH	
RFC3	78367_at
RFC3	
CA15P2	
TPTEP1	
HTN3	
GGTLC3	
SYNGR2P1	
CLTCL1	
RN7SL673P	
DNM1P28	
ULK4P3	
GOLGA8T	89519_f_at
RN7SL469P	
DNM1P30	
ANKRD26P2	
RNU6-17P	
DCT	
	81718_at
HTN1	
ARHGAP11B-DT	88336_at
RN7SL628P	
ULK4P2	
DNM1P50	
GOLGA8Q	
POU4F1	85415_at
CSN1S2AP	
TM9SF2	
PRR27	
RN7SL796P	
MPHOSPH10P2	
GOLGA8N	89519_f_at
RN7SL286P	
SLAIN1	
IGKV1OR22-1	
PSLNR	
RIMBP3	89815_at
IGLV3-2	
PI4KAP1	
PI4KAP1	71214_f_at
SCG5-AS1	
GREM1-AS1	
GREM1	
GREM1	72760_at
FAT1P1	
DUX4L33	
AIMP1P1	
DEFB115	
	86587_at
MIR663AHG	
PSMD10P3	
SPATA13	70654_at
SPATA13	88214_at
SPATA13	
MED15	
LINC02542	
IBTK	
TP53INP2	
CYCSP41	
FAM207CP	
OR4K11P	
LONRF2P5	
CST2P1	
CST9LP1	
MED28P7	
RPS27AP2	
JAG1	
SOWAHCP2	
SNX18P13	
CTBP2P10	
C21orf91-OT1	
RBPMSLP	
SREK1IP1P1	
CDRT15P8	
MIR548XHG	
FDPSP6	
RPL39P40	
GXYLT1P2	
PPIAP22	
SLC6A6P1	
FEM1AP1	
CTBP2P9	
CHODL-AS1	
	86481_at
TUBAP1	
	86373_at
TMPRSS15	
SLC23A2	
TBCE	
TBCE	80140_at
OGFOD1P1	
LINC00392	
NHLRC3	
FRG1FP	
IGLC2	84298_f_at
VN1R7P	
ZNF299P	
VWFP1	
IGLV3-6	
IGLV2-8	
IGLV3-12	
IGLL5	
LINC02246	
LINC02246	83271_at
RPS21P1	
B3GALNT2	85823_at
B3GALNT2	
IGLV3-10	
SNX19P1	
IGLV3-9	
IGLV2-11	
RNF185-AS1	
IGLV3-7	
SLC25A15P4	
GPX1P2	
OSBP2	84053_at
OSBP2	
CXADR	67538_r_at
CXADR	
LINC02338	
LINC00557	
OLFM4	
PPIAP3	
CST9L	88712_at
ARF4P3	
LIN28AP2	
CCT5P2	
PSPC1P2	
PRR20A	
MTCYBP14	
MTND6P14	
MTND5P19	
LINC01078	
MTND4P10	
MTND4LP21	
MTND3P8	
MTCO3P46	
GNG4	76847_at
GNG4	
IPO5	
IPO5	87848_s_at
BSNDP3	
FAM242B	
DUX4L37	
LINC01734	
TASP1	
IGHV1OR21-1	
HSPD1P7	
LINC01687	
MSANTD2P1	
C1QBPP1	
RNU6-130P	
NANP	77008_at
RWDD2B	
TPBG	
CTNNBL1	
CPEB2-DT	
RPL10P1	
LINC00317	
GRAMD4P1	
LINC01667	82915_at
LINC01667	
MAP3K7CL	
NDUFB11P1	
PGAM1P9	
LIPT1P1	
SNRPFP3	
LINC02783	
DIAPH3	
PADI1	81926_at
PADI1	
WFDC9	
SOGA1	77957_at
SOGA1	
PADI3	
IGLV3-4	
IGLJ3	
LINC00161	
IGLV3-1	
ISCA2P1	
GRIK1-AS1	
IGLV2-5	
VPREB3	75136_at
LINC01728	
LINC01697	
LINC01697	81153_at
LINC02967	
LINC00489	
MIR3972	
WFDC10A	
PADI4	
VN1R9P	
LINC01689	
H2AZP6	
PGBD4P2	
LINC00652	
IGLJ4	
LIF-AS1	
KRT18P2	
SYN3	83209_at
SYN3	
BACH1-AS1	
URB1	
PPP1R16B	
PADI6	
MYO18B-AS1	
IGLV4-3	
LINC01422	
NCOR1P1	
KIAA1755	73493_at
KIAA1755	
OSM	75007_at
OSM	
PTPRD	
HYDIN	
RBMX2P1	
KRTAP25-1	
AP1B1P2	
RCC2-AS1	
SNX18P10	
GUSBP11	
RPSAP68	
RCC2	71804_at
RCC2	88008_at
RCC2	
JAM2	
ZNF337	
NPM1P19	
DRG1	
DHX35-DT	
PTPRT-AS1	
DHX35	
EEF1A1P1	
LINC01683	
USP16	77269_at
USP16	77271_at
USP16	89345_at
USP16	
ZNRF3-IT1	
IGLC4	
HORMAD2	81461_at
HORMAD2	
FBXO7	
RLIMP1	
CHCHD2P8	
SRSF1P1	
RPS26P47	
BRD7P5	
LINC00410	
PCDH17	
PCDH17	80938_at
SP3P	
RPL21P110	
EDNRB	
RPL8P2	
TOX2	
LINC02573	
LINC01692	
CLDN17	
BACH1-IT3	
CYYR1	74232_at
CYYR1	90009_at
CYYR1	74749_at
CYYR1	
DPPA2P2	
RPS6KA1	
RPL23P2	
BTF3L4P1	
GAPDHP14	
MRPS6	
LINC00440	
RPS12P24	
LINC01050	
USP12	
SNORA71B	
KCNK15-AS1	88488_i_at
KCNK15-AS1	
RPL37P3	
THUMPD1P1	
HIGD1AP2	
TXNL1P1	
LINC00189	
RPL23AP69	
PPIAP1	
HNRNPA1P31	
LINC00446	
LLPHP2	
LINC01673	
	82620_at
GAPDHP54	
KRTAP24-1	
CALB2	
RPL12P9	
BACH1-IT1	
EYA2	
BACH1-IT2	
SLC5A3	
NCSTNP1	
MTCO1P1	
WBP4	
CHAF1B	
LINC02342	
LINC00560	
SERTM1	
ELOCP23	
MTND5P3	
SOX21	
SLC7A1	
LINC01695	
LINC01425	
ZNF70	
RPS3AP1	
LINC02136	
SCAF4	80307_at
SCAF4	88816_at
SCAF4	
SCAF4	73832_at
IGLJ2	
MIATNB	
SLC15A1	
LINC02558	
GPX6	
RNU1-116P	
SFI1	
RNU1-79P	
LINC02871	
MIR1976	
RN7SL679P	
RNU7-29P	
WFDC11	
ELMO2	77764_g_at
ELMO2	77761_at
ELMO2	
CTIF	
CYCSP42	
EIF4A1P1	
PCCA-AS1	
LINC00307	
RPL13AP7	
MIR17HG	
CCT8	
RPL39P29	
VENTXP2	
LINC00427	
LINC00543	79686_at
LONRF2P2	
ATP6V1G1P7	
LINC02341	
MIR4743	
SCMH1-DT	
SCMH1-DT	88454_at
FOXO1	
ARF4P4	
FOXO6	
STK24-AS1	
LINC00381	
COG3	
COG3	86759_at
COG3	91712_at
FOXO6-AS1	
LINC01309	
RPS26P3	
SRGNP1	
GAPDHP34	
MTND6P18	
LRCH1	
NCAM2	
LINC00428	
RNGTTP1	
LINC00363	
LINC02920	
OR4K12P	
GPR180	83917_at
LTN1	
PTMAP5	
KRT18P27	
RPL21P112	
LINC01048	
SCEL-AS1	
COX5BP6	
LINC01038	
NXT1P1	
FTLP8	
CDADC1	
CACNA1I	
LINC01427	
ZDHHC4P1	
LINC00430	
LINC01080	
DDX6P2	
TGM2	
ABCC4	91447_at
ABCC4	
ABCC4	82454_at
RPL37P4	
APP-DT	
APP	
CDC27P3	
RIPOR3	70364_at
RIPOR3	
RPL35AP	
ATG3P1	
SPATA2	
FAM83D	87275_at
SLC2A10	
RN7SKP178	
PPIAP68	
INO80D	72385_at
INO80D	
RPS2P7	
KCNB1	
KCNB1	80168_at
INPP5D	
KCNK15	86726_r_at
CDH22	
RPL27P8	
INO80D-AS1	
PRSS21	
NDUFS1	
RNF114	
KRT18P4	
PPIAP10	
LINC01754	
LINC01746	
EIF1P4	
ZG16B	88480_at
ZG16B	
CFAP61-AS1	
DUX4L34	
SLC35C2	
RPS3AP51	
	70978_at
TNRC6B	
TNRC6B	73503_at
TNRC6B	85711_at
TNRC6B	71867_at
PRSS30P	
PRSS22	
DIS3	84273_at
DIS3	
IGLC3	
RN7SL32P	
PIK3IP1	
ATG16L1	
CTAGE1	
ATP7BP1	
IGLC1	
HORMAD2-AS1	
ISX	
MCAT	
TP53RK-DT	
APCDD1L	
CXADRP1	
RPSAP64	
DSCR4	
IGLJ1	
ATP5MFP1	
TPT1P1	
EDEM2	
RPS5P2	
LIMK2	
LINC01423	
LINC01549	
CLDN8	
CNN2P7	
BAGE2	
LINC01523	74520_at
FRG1DP	
LINC01721	
C21orf140	
LINC02943	
DSCR8	
NCOA3	
FABP5P4	
LINC00351	
LINC02336	
BRK1P2	
RPL14P5	
MTND6P12	
COG6	
HADHBP1	
PRKX-AS1	
SLC5A1	83147_at
SLC5A1	
LINC00113	75611_at
PRKX	
GCSHP3	
TERF1P1	
PSMD4P1	
EEF1B2	
HUNK-AS1	
HUNK	84666_at
HUNK	
ASMTL-AS1	
DUXAP8	86236_at
DUXAP8	68218_at
DRAXINP1	
VCX2	
GAPDHP16	
EIF3FP1	
ANAPC15P1	
C21orf91	87329_at
C21orf91	
LINC02559	
LIF-AS2	
ENTHD1	
NOLC1P1	
IL3RA	
SYN3-AS1	
LIF	
KRT18P23	
LINC00308	
SNX18P12	
DSCR4-IT1	
MORC3	
SNORD51	
SNORA41	
MRPS31	
FBLN1	
CMKLR2	
P2RY8	
RPS5P8	
MTCYBP12	
RPS27AP20	
RPL6P30	
SLC25A6	88085_at
SLC25A6	
LINC00383	
GPC5-AS1	
MEDAG	
LINC02938	
AMELX	
LINC01047	
CMKLR2-AS	
RN7SKP200	
COL4A2	
COL4A2	70626_at
HMGN1P6	
RN7SKP260	
HERC2P11	
MAP4K1	
ZDBF2	
ASMT	
PAXBP1	76228_at
RNF11P2	
MC3R	
ACER2P1	
HNRNPA1P51	
ENSAP1	
BPI	
DHRSX-IT1	
LINC01203	
DHRSX	72464_at
DHRSX	
RIPOR3-AS1	
LINC00353	
LINC00382	
LINC01522	
BSNDP1	
	69883_r_at
PREX1	
LINC01079	
DSEL-AS1	
PEX12P1	
DSEL	
PRR20C	
SHROOM2	
STARD13	
STARD13	79924_at
VAV3-AS1	
LINC02785	
SLC25A24	
RARRES2P3	
ANOS1	
CBX7	
SCARNA5	
SCARNA6	
SAG	
NIPA2P3	
PNPLA3	
MAP4K1-AS1	
EIF3K	
DSCR10	
RPL23AP12	
ZNF114P1	
ASMTL	
LINC00159	
ST13P21	
ITSN1	
ITSN1	67578_at
EFCAB6	
PTGIS	
AMMECR1LP1	
CRLF2	
LINC00433	
TCEAL4P1	
TULP3P1	
GAPDHP69	
GPC5-IT1	
LINC00388	
NUS1P4	
SLITRK6	73634_at
SLITRK6	
TNFRSF14	
FAM9CP1	
LINC02968	
GPC5-AS2	
TET1P1	
RPL24P9	
RPL27AP8	
FGF14-IT1	71728_at
FAM9B	
DGKD	
PCDH9	
PCDH9	73539_at
	88285_at
LINC00106	70557_r_at
LINC00106	
HCCS	90576_at
HCCS	
PLCB1	
LINC00343	
ACTN4	
TBC1D22A	
HIKESHIP1	
NLGN4X	
