hgnc_symbol	affy_hg_u95c
FAM197Y9	
FAM197Y3	53049_r_at
FAM197Y3	
PAIP1P1	
NFKBIL1	
MED13P1	
TSPY6P	
LENG8-AS1	
CYCSP46	
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	
CORO7	51277_at
CORO7	
HSFY2	
HSFY2	60222_at
MPIG6B	58675_at
RPL15P20	
ABCC6P2	
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	60865_at
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
	60222_at
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	
RAB9AP4	
TRAPPC2P7	
TTTY14	60222_at
TTTY14	
KDM5D	51528_at
KDM5D	
SLC44A4	
CEP170	
PBX2	
LINC03003	
RN7SKP175	
COL11A2	65322_at
COL11A2	
HCG25	
HSFY1	60222_at
HSFY1	
AKT3	
TGIF2LY	
RBMY1F	
PKD1P1	
ABCC6	
CDY2A	
ZNF736P3Y	
TRIM60P9Y	
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	
LINC01347	
SDCCAG8	
TTTY4C	
DAZ4	
HLA-DQA1	
C6orf136	
PRR3	
PRR3	49983_r_at
RNU6-747P	
MYO19	
MPV17L	
NTAN1	
GPANK1	
NOTCH4	
NOTCH4	57139_at
TAP2	
CSNK2B	
VPS52	
NPIPA3	
BMERB1	
	60465_f_at
CDY2B	
XGY2	
BFAR	64018_r_at
BFAR	60056_s_at
BFAR	
RNU6-1334P	
SRY	
RNASEH2CP1	
TOMM22P2	
RPS4Y1	
HLA-S	
KIFC1	
SLC39A7	
PKD1P6	
PKD1P6	57024_f_at
HSFY3P	
NAP1L1P2	
ZFY	
PCGF2	55300_f_at
PCGF2	
NDE1	
ZFY-AS1	
EEF1A1P41	
PSMA6P1	
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	
RPL17P40	
MARF1	64508_s_at
MARF1	
MLLT6	
MLLT6	65539_r_at
MLLT6	65892_at
MLLT6	65594_at
ZNHIT3	
PRPF31-AS1	
CASKP1	
UTY	
ABCC1	
SFTA2	
TADA2A	
RPL35AP4	
ATF6B	
CCHCR1	
HLA-DQA2	
MRM1	
GGNBP2	61968_at
GGNBP2	61969_g_at
GGNBP2	65508_at
GGNBP2	
NPIPA1	
NOMO3	
CCL15	
PIP4K2B	
TAPBP	
POLR2LP1	
AATF	
TMSB4Y	
ANOS2P	
VCY	
TBC1D3H	
DDX39B	
DDX39B	59959_at
DAZ3	
HCG9	
RANP1	
ZBTB12	
DAZ1	
C17orf98	
SOCS7	
C6orf47	
EPOP	
LRRC37A9P	
PPP1R12BP2	
	66281_at
REREP1Y	
RBMY2CP	
RDM1	
AMELY	
TBL1Y	
HLA-C	
GPR143P	
DAZ2	
MYH11	
HEATR9	
HSD17B8	
TSPY2	
SKIV2L	
RBMY1A3P	
TTTY20	
FAM197Y8	53049_r_at
FAM197Y8	
TSPY8	
LY6G6D	
FAM197Y7	53049_r_at
FAM197Y7	
TSPY7P	
FAM197Y6	53049_r_at
FAM197Y6	
TSPY3	
HNF1B	
AGKP1	
NLGN4Y-AS1	
RBMY1E	
HLA-DQB1	
STK19B	
RGL2	
NLGN4Y	
MUCL3	
VARS2	
PIGW	
CCL5	
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
	64458_at
USP9YP21	
XKRYP6	
PRYP4	
SNORD117	
SNORD48	
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	
TBL1YP1	
RPS4Y2	
HSFY4P	
GAPDHP17	
TMEM167AP1	
TOMM22P1	
NEFLP1	
PRORY	
RBMY2TP	
TSPY14P	
RBMY1HP	
RBMY1B	
DUSP14	
GPR179	
YWHAEP7	
CISD3	65594_at
LHX1	
RBMY1A1	
SYNRG	64418_at
SYNRG	
TTTY13	
DAXX	
ELOCP5	
CDY10P	
USP9YP3	
USP9YP8	
CDY11P	
RBMY2EP	
HSFY6P	
USP9YP18	
CDY14P	
ELOCP16	
XKRYP3	
USP9YP25	
USP9YP29	
RNU1-97P	
RAB9AP1	
TRAPPC2P9	
OFD1P11Y	
PRYP3	
RNU2-57P	
VDAC1P6	
EIF4A1P2	
KRT18P10	
SNX3P1Y	
RPL26P37	
PCDH11Y	
PCDH11Y	60633_at
NELFE	
RN7SL274P	
OFD1P10Y	
NPIPA7	60465_f_at
ELOCP9	
CDY15P	
XKRYP4	
USP9YP13	
USP9YP11	
TTTY3B	
USP9YP12	
RNU1-86P	
RAB9AP5	
TRAPPC2P10	
OFD1P12Y	
ELOCP10	
CDY1B	
CDY17P	
USP9YP35	
USP9YP31	
CDY18P	
GOLGA6L11P	
HCG24	
DNM1P24	
CSPG4P2Y	
CSPG4P3Y	
GOLGA2P2Y	
RN7SL818P	
UBE2Q2P4Y	
LINC00265-2P	65795_r_at
LINC00265-2P	65794_f_at
CICP2	
SEPTIN14P22	
RBMY2XP	
TTTY17B	
TRIM60P5Y	
ZNF736P12Y	
TTTY4B	
BPY2B	
PRRC2A	
ZNF736P4Y	
TTTY17C	
RBMY2YP	
SEPTIN14P23	
CICP1	
LINC00265-3P	65795_r_at
LINC00265-3P	65794_f_at
UBE2Q2P5Y	
GOLGA2P3Y	
RN7SL725P	
CSPG4P4Y	
CSPG4P1Y	
DNM1P48	
GOLGA6L16P	
CDY19P	
USP9YP36	
USP9YP33	
CDY20P	
ELOCP34	
OFD1P13Y	
TRAPPC2P5	
RAB9AP2	
USP9YP30	
RNU1-107P	
TTTY3	
USP9YP9	
USP9YP19	
XKRYP5	
TPTE2P4	
CYCSP49	
SLC25A15P1	
PARP4P1	
CCNQP2	
CDY1	
TSPY4	
	55120_at
RNU4-45P	
RBMY1J	
C4B-AS1	
TSPY9	
BCORP1	
	48791_at
TXLNGY	
MYL12BP3	
POU5F1	
ZNF736P9Y	
GYG2P1	
	60942_r_at
CYB5AP3	
CWC25	
SERPINA1	
PRIMA1	
C17orf78	
IFI27	
CCL14	
MMP28	
PPP4R4	
C4A	
MOAP1	
TMEM251	
SERPINA6	
FAM181A-AS1	61388_at
FAM181A-AS1	
BTBD7	61643_at
BTBD7	
BTBD7	60015_at
TAF15	
DXO	
RNU6-280P	
IFI27L1	
UNC79	
PHF1	
C4B	
CCL15-CCL14	
DHRS11	
ARHGAP23	
LINC02287	
CCDC197	
SERPINA10	
ATP6V1G2	
OBP2B	54812_r_at
UBR7	
LCN1P1	
ABO	
LINC02833	53288_s_at
SERPINA2	
LCN1P2	
SURF6	
ITPK1-AS1	
ASB2	
MED22	63978_s_at
MED22	
PSMB3	
CDSN	
ITPK1	
TBC1D3F	
TBC1D3JP	
RPL7A	
SNORD24	
SNORD36B	
SNORD36A	
OTUB2	
SNORD36C	
SURF1	
MICE	
FAM181A	
HLA-DRB3	
COX8C	
IFI27L2	
SLC16A1	
SURF2	
CHGA	
SURF4	65743_at
SURF4	
AKR7A2P1	
LRIG2-DT	
ZBTB22	
USP8P1	
DDX24	
SERTAD4-AS1	64718_at
STKLD1	
SERTAD4	
ST13P19	
HHAT	
REXO4	60516_i_at
REXO4	
GON7	
RNU6-1258P	
RNU5A-8P	
BPNT2P1	
ADAMTS13	
ZNF445	53577_at
ZNF445	
ZNF852	
CACFD1	61874_at
CACFD1	
EI24P3	
ZKSCAN7	
SLC2A6	
ZKSCAN7-AS1	52549_at
ZNF660	
MPRIPP1	
ZNF197	
ZNF197-AS1	
ZNF35	
CYP21A2	
	58742_r_at
SOCS5P3	
ZNF502	
HCG20	
ZNF501	65286_at
ZNF501	
KIAA1143	62558_at
KIF15	
MICA	
FOXR1	
CENATAC-DT	
CENATAC	65564_at
CENATAC	
FAM8A5P	
RPL23AP64	
RPS25	
TRAPPC4	
MIR564	
TMEM42	
TGM4	
SLC37A4	
HYOU1	
LINC00349	
RNU1-62P	
RNA5SP136	
SNX19P2	
ANKRD26P4	
TERF1P5	
PARP4	
ZDHHC20P2	
USP12-DT	
MIPEP	
C4A-AS1	
LINC00442	
PSPC1P1	
RHOT1P3	
CYCSP33	
TPTE2P6	
LSP1P1	
ZNF962P	
FAM207BP	
LINC00297	
KATNAL1	
LINC00365	
RPL17P51	
HSPD1P9	
GGT4P	
C1QTNF9-AS1	
UBE2L5	
CCNA1	
VPS11-DT	
VPS11	63997_s_at
VPS11	
PAN3-AS1	58110_at
USPL1	
LINC00384	
URAD	
MTCO3P2	
HMGB1	65806_at
HMGB1	
STARD13-AS	
KAT6B	
SOHLH2	
FEM1AP4	
LINC00572	
USP24P1	
GPALPP1	
ZBTB9	61365_at
FAM230C	
LINC00330	
HSPH1	
IGSF3P1	
KMT5AP1	
WDR46	
NALCN-AS1	
LINC00411	61546_at
LINC00411	51340_at
RPS20P32	
FABP3P2	
LINC02340	
MTUS2-AS1	
NUFIP1	61009_at
KPNA3	
SMARCE1P5	
LINC01066	
CRYL1	
C13orf46	
RASA3	
LINC00398	
SMPD4P2	
LINC00562	
RPS21P8	
RBM22P2	
ATP5F1EP2	
CDX2	55210_at
PAN3	
RASA3-IT1	
LINC00332	
CAB39L	57735_at
CAB39L	
CYCSP34	55179_f_at
RGS17P1	
CHCHD2P11	
LINC02334	
TIMM9P3	
LINC00457	53383_at
LINC00457	
RAD17P2	
SMIM2-IT1	
PRDX2P1	
SLC25A15	
SLC25A15	62682_at
LINC00385	
LINC00387	
DNAJC15	
DNAJC15	56423_at
LINC00412	
STARD13-IT1	
GPR12	49845_at
GPR12	
LINC01076	
MTUS2-AS2	
GTF2F2	62279_at
GTF2F2	
LEUTX	
DYRK1B	
LINC02343	
ZNF646P1	
RPP40P2	
PPIAP26	
GAMTP2	
WASF3	
LINC00366	
LINC00407	
ANKRD26P3	59824_at
ANKRD26P3	
MIR6719	
FBL	
POSTN	
DUSP29	
FCGBP	
PRR13P5	
PSMC4	
ZNF546	
ZNF546	61478_at
ZNF780B	
ZNF780A	
SYNGAP1	
RNU6-943P	
SERP2	
LINC00558	
GNG5P5	
FNDC3A	
LINC01784	
PRAMEF11	
PRAMEF30P	
HNRNPCL1	
PRAMEF2	
PRAMEF4	
PRAMEF10	
FHP1	
CCDC169-SOHLH2	
PRAMEF7	
RNU6-1072P	
PRAMEF29P	
PRAMEF6	
BCL2L14	
FREM2-AS1	
TOMM22P3	
EEF1A1P3	
PRAMEF28P	
SUGT1P3	
PRAMEF27	
LHFPL6	
LHFPL6	64006_s_at
HNRNPCL3	
WDR95P	
POLR3KP1	
SLC25A5P4	
LINC00378	
PRAMEF34P	
PRAMEF35P	
SPATA13-AS1	
USP12-AS1	
PRDX3P3	
PRR20FP	
PRAMEF36P	
RPSAP53	
DNAJA1P1	
LINC01065	
LINC01065	53462_at
PRAMEF26	
DIAPH3-AS1	
ELL2P3	
BCRP9	
AKAP11	
PTMAP9	
MIR1244-4	
LRP6	
PRAMEF13	66505_at
SMIM2	
MZT1	54333_at
CASC20	
PRAMEF31P	
PLCB1-IT1	
LINC01053	
ADRA1D	
H3P36	
LINC00374	
PROSER1	64462_at
PROSER1	
RSPO4	
PRAMEF32P	
RNU6-771P	
DEFB129	
ANGPT4	
SIRPG	
RPL37P21	
COX7CP1	
ERICH6B	
LINC00547	
RPL13AP25	
KL	
DYNLT3P1	
SHLD1	
MARK2P12	
TPTE2P5	
RNU6-545P	
LINC01706	
RNU6-318P	
MANSC1	62490_f_at
MANSC1	
TMX4	
PCDH8	
RPL23AP66	
RPL35AP31	
LOH12CR2	53728_at
PIBF1	
SLX4IP	64612_at
SLX4IP	53290_at
SLX4IP	
BORCS5	
EEF1A1P34	
DEFB125	
DUSP16	
MACROD2-IT1	
NKX2-2	
BMP2	59306_at
PDYN	
FABP5P1	
BORA	
MAGI1	63817_at
MAGI1	
LINC01428	
RPLP0P1	
FAM110A	
FAM110A	66524_at
INSM1	
SIRPG-AS1	
DEFB128	
LINC01713	
LINC00393	
BTBD3-AS1	
IDH3B-DT	
KLHL1	
SCP2D1-AS1	
DEFB126	
BTBD3	
GTF3A	
MFAP1P1	
LINC00437	
CNMD	
NKX2-4	
RPL7P2	
RPS10P2	
EIF4E2P1	
TMEM230	
B3GLCT	63377_at
B3GLCT	
BCL7A	
LINC01442	
LINC01442	64843_r_at
NAP1L4P3	
HNF4GP1	
	64766_r_at
RPL12P34	
PCDH9-AS4	
TPTE2P2	
LINC02985	
MLXIP	
HMGN2P39	
LINC00364	
PLA2G12AP2	
ZDHHC20P4	
LINC00550	
PCDH9-AS2	52243_at
PCDH9-AS2	
ELF1	
PCSK2	
SCEL	
SCEL	54805_at
ZNF343	57635_at
ZNF343	
PA2G4P2	
NKX2-2-AS1	
CST8	
SLC25A26	57244_s_at
SLC25A26	65652_r_at
SLC25A26	65651_s_at
SLC25A26	57252_r_at
ISM1	61822_at
SNORD84	
SNORA38	
FLRT3	
CST5	
RPL7AP13	
PGAM3P	
LINC01752	
SYNDIG1	
LINC01432	
RPS11P1	
HAO1	60957_at
COX4I1P2	
FGFR1OP2P1	
KATNBL1P1	
TSC22D1	53807_at
TSC22D1	
RNU6-787P	
RN7SL482P	
LINC01751	
XRN2	
NPM1P22	
NIPA2P5	
PWWP2AP1	
RPL31P53	
RPL18AP17	
SPATA2P1	
HSPD1P8	
RPL21P111	
MTCL1P1	
FREM2	
GPCPD1	65491_at
GPCPD1	
RPL21P109	
LINC00331	
CTAGE11P	
PRR20B	
HNRNPA1P18	
TBC1D4	63390_at
TBC1D4	
SIRPB3P	
	52259_at
SNRPB2	
HLA-DRB8	
LINC01355	51345_at
LINC01355	
LINC01722	
HNRNPR	
GAPDHP2	
PCMTD1P7	
CST13P	
VDAC1P12	
RPL21P108	
RPS3AP52	
CTAGE16P	
UBBP5	
LINC00333	
EIF4EP1	
CST7	
PRR20D	
SPRY2	
PRR20E	
PTPN2P2	
RPS3P1	
UFM1	
UFM1	49073_at
CSTP1	
APMAP	
BFSP1	
IGKV5-2	
IGKV7-3	
OR7E33P	
PGBD4P5	
MTND4P1	
IGKV2-4	
MTCO2P3	
DACH1	
IGKV1-5	
IGKV1-6	
IGKV3-7	
IGKV1-8	
IGKV1-9	
IGKV2-10	
IGKV3-11	
IGKV1-12	
IGKV1-13	
IGKV2-14	
IGKV3-15	
IGKV1-16	
IGKV1-17	
IGKV2-18	
IGKV2-19	
IGKV3-20	
FRG1EP	
PDYN-AS1	
IGKV6-21	
BSNDP2	
CFTRP2	
IGKV1-22	
IGKV2-23	
GGTLC1	
IGKV2-24	
IGKV3-25	
IGKV2-26	
IGKV1-27	
IGKV2-28	
IGKV2-29	
IGKV2-30	
IGKV3-31	
IGKV1-32	
IGKV1-33	
GTF2IP3	
ZNF436	
IGKV3-34	
OR7E111P	
IGKV1-35	
IGKV2-36	
IGKV1-37	
PPIAP23	
LINC02333	
IGKV2-38	
IGKV1-39	
KLF5	
ZNF436-AS1	
IGKV2-40	
FAM182B	55271_s_at
FAM182B	66466_at
FAM182B	
TCEA3	
POM121L3P	
CST2	
RBM26-AS1	
CST12P	
RPL31P54	
DSTN	
CBY2	
LINC00408	
ASAP3	
CFTRP3	
	60292_at
UBE2D3P4	
VN1R108P	
WASF3-AS1	
STK35	
LINC00377	
TGDS	
DUX4L35	
LINC01597	
RPS18P1	
SCRT2	
ISM1-AS1	
NCOA6	
RPS10P21	
BCAS2P3	
RABEPKP1	
FLT1	
E2F2	
ID3	
NEK2P2	
TOMM40P2	
CCT8L2	
CFTRP1	
DEFB127	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
LINC01723	
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
GLRXP1	
SPTLC3	
SPTLC3	54412_at
SPTLC3	63779_at
ABCD1P4	
SLC25A15P5	
PABPC1P9	
	60797_at
HSFY1P1	
	60253_at
LINC01665	
TMEM191B	
DUX4L32	
HSPE1P1	
GSTM3P1	
MACROD2-AS1	54490_at
MACROD2-AS1	
BNIP3P2	
FAM182A	55271_s_at
FAM182A	
ANKRD62P1	
ZNF72P	
GRAMD4P2	
MED15P7	
NBEAP3	
SUSD2P2	
FRG1GP	
IGKV3OR22-2	
FAM247B	
PCDH9-AS3	66368_at
BMS1P22	
ACSS2	
UBAC2	
KCNMB3P1	
IGKV2OR22-4	
POTEH-AS1	
CSN2	
PARP4P3	
GPM6BP3	
SLC9B1P4	
DUXAP8	
PPP1R26P2	
FAM230A	
	65554_at
MTND1P17	
NF1P6	
STATH	
RFC3	
CA15P2	
TPTEP1	
TPTEP1	64765_at
HTN3	
GGTLC3	
SYNGR2P1	
CLTCL1	
RN7SL673P	
DNM1P28	
ULK4P3	
GOLGA8T	63546_at
RN7SL469P	
DNM1P30	
ANKRD26P2	
RNU6-17P	
DCT	60487_at
DCT	
HTN1	
ARHGAP11B-DT	
	63546_at
RN7SL628P	
ULK4P2	
ULK4P2	53969_at
DNM1P50	
GOLGA8Q	
POU4F1	
CSN1S2AP	
TM9SF2	
TM9SF2	66136_s_at
PRR27	
RN7SL796P	
MPHOSPH10P2	
GOLGA8N	63546_at
RN7SL286P	
SLAIN1	62796_at
SLAIN1	
IGKV1OR22-1	
PSLNR	
RIMBP3	
IGLV3-2	
PI4KAP1	
SCG5-AS1	
GREM1-AS1	
	63572_at
FAT1P1	
DUX4L33	
AIMP1P1	
DEFB115	
	65180_at
MIR663AHG	
PSMD10P3	
SPATA13	
MED15	
LINC02542	
IBTK	
TP53INP2	
CYCSP41	
FAM207CP	
OR4K11P	
LONRF2P5	
CST2P1	
CST9LP1	
	53371_at
MED28P7	
RPS27AP2	
JAG1	
SOWAHCP2	
SNX18P13	
	63571_r_at
CTBP2P10	
C21orf91-OT1	66385_at
C21orf91-OT1	
RBPMSLP	
SREK1IP1P1	
CDRT15P8	
MIR548XHG	
FDPSP6	
RPL39P40	
GXYLT1P2	
PPIAP22	
SLC6A6P1	
FEM1AP1	
CTBP2P9	
CHODL-AS1	61023_at
	61581_at
TUBAP1	
TMPRSS15	
SLC23A2	
TBCE	
OGFOD1P1	
LINC00392	
NHLRC3	
NHLRC3	58991_at
FRG1FP	
IGLC2	58867_s_at
VN1R7P	
ZNF299P	
VWFP1	
IGLV3-6	
IGLV2-8	
IGLV3-12	
IGLL5	58867_s_at
LINC02246	
LINC02246	53506_at
	51338_at
RPS21P1	
B3GALNT2	51818_s_at
B3GALNT2	64095_at
B3GALNT2	
IGLV3-10	
SNX19P1	
IGLV3-9	
IGLV2-11	
RNF185-AS1	
IGLV3-7	
SLC25A15P4	
GPX1P2	
OSBP2	
CXADR	
LINC02338	
LINC00557	
OLFM4	
PPIAP3	
CST9L	
ARF4P3	
LIN28AP2	
CCT5P2	
PSPC1P2	
PRR20A	
MTCYBP14	
MTND6P14	
MTND5P19	
LINC01078	
MTND4P10	
MTND4LP21	
MTND3P8	
MTCO3P46	
GNG4	
IPO5	
BSNDP3	
FAM242B	61973_r_at
FAM242B	61407_at
DUX4L37	
	62436_at
LINC01734	
TASP1	57518_g_at
TASP1	
TASP1	57514_at
IGHV1OR21-1	
HSPD1P7	
LINC01687	
MSANTD2P1	
C1QBPP1	
RNU6-130P	
NANP	60323_at
RWDD2B	66504_at
RWDD2B	49809_s_at
RWDD2B	
TPBG	
CTNNBL1	63398_at
CTNNBL1	
CPEB2-DT	
RPL10P1	
LINC00317	
GRAMD4P1	
LINC01667	
MAP3K7CL	
MAP3K7CL	64126_at
NDUFB11P1	
PGAM1P9	
LIPT1P1	
SNRPFP3	
LINC02783	
DIAPH3	66463_at
DIAPH3	57771_at
DIAPH3	
PADI1	
WFDC9	
SOGA1	62027_at
SOGA1	
	66996_at
PADI3	
IGLV3-4	
IGLJ3	
LINC00161	
IGLV3-1	
ISCA2P1	
GRIK1-AS1	61985_at
IGLV2-5	
VPREB3	
LINC01728	
LINC01697	
LINC02967	
LINC00489	
	66149_r_at
	66148_i_at
	59453_r_at
MIR3972	
WFDC10A	
PADI4	
VN1R9P	
LINC01689	
H2AZP6	
PGBD4P2	
LINC00652	
IGLJ4	
LIF-AS1	
	66372_at
KRT18P2	
SYN3	66903_r_at
SYN3	66902_at
SYN3	
BACH1-AS1	
URB1	
PPP1R16B	
PADI6	
MYO18B-AS1	
IGLV4-3	
LINC01422	
NCOR1P1	
KIAA1755	
OSM	
PTPRD	
HYDIN	
RBMX2P1	
KRTAP25-1	
AP1B1P2	
RCC2-AS1	
SNX18P10	
GUSBP11	
RPSAP68	
RCC2	
JAM2	
JAM2	62201_r_at
JAM2	64913_at
ZNF337	
NPM1P19	
DRG1	
DHX35-DT	
PTPRT-AS1	
DHX35	64916_at
DHX35	
EEF1A1P1	
LINC01683	
USP16	
ZNRF3-IT1	
IGLC4	
HORMAD2	
FBXO7	
RLIMP1	
CHCHD2P8	
SRSF1P1	
RPS26P47	
BRD7P5	
LINC00410	
PCDH17	
PCDH17	62503_at
SP3P	
RPL21P110	
EDNRB	
RPL8P2	
TOX2	
LINC02573	
LINC01692	
CLDN17	
BACH1-IT3	
CYYR1	
DPPA2P2	
RPS6KA1	
RPL23P2	
BTF3L4P1	
GAPDHP14	
MRPS6	
LINC00440	
RPS12P24	
LINC01050	
USP12	
SNORA71B	
KCNK15-AS1	
RPL37P3	
THUMPD1P1	
HIGD1AP2	
TXNL1P1	
LINC00189	
RPL23AP69	
PPIAP1	
HNRNPA1P31	
LINC00446	66909_at
LLPHP2	
LINC01673	
GAPDHP54	
KRTAP24-1	
CALB2	
RPL12P9	
BACH1-IT1	
EYA2	
BACH1-IT2	
SLC5A3	
NCSTNP1	
MTCO1P1	
WBP4	
CHAF1B	
LINC02342	
LINC00560	
SERTM1	
ELOCP23	
MTND5P3	
SOX21	62817_at
SLC7A1	49611_at
SLC7A1	
LINC01695	
LINC01425	
ZNF70	
RPS3AP1	
LINC02136	
SCAF4	
SCAF4	65352_at
IGLJ2	
MIATNB	
MIATNB	64683_at
SLC15A1	
LINC02558	
GPX6	
RNU1-116P	
SFI1	
RNU1-79P	
LINC02871	
MIR1976	
RN7SL679P	
RNU7-29P	
	66599_at
WFDC11	
ELMO2	62814_at
ELMO2	
CTIF	
CYCSP42	
EIF4A1P1	
	53506_at
PCCA-AS1	
LINC00307	
RPL13AP7	
MIR17HG	
CCT8	
RPL39P29	
VENTXP2	
LINC00427	
LINC00543	
LONRF2P2	
ATP6V1G1P7	
LINC02341	
MIR4743	
SCMH1-DT	54849_at
SCMH1-DT	
FOXO1	
ARF4P4	
FOXO6	
STK24-AS1	
LINC00381	
COG3	
FOXO6-AS1	
LINC01309	
RPS26P3	
SRGNP1	
GAPDHP34	
MTND6P18	
LRCH1	
NCAM2	65084_at
NCAM2	
LINC00428	
RNGTTP1	
LINC00363	
LINC02920	
OR4K12P	
GPR180	
LTN1	
PTMAP5	
KRT18P27	
RPL21P112	
LINC01048	
SCEL-AS1	
COX5BP6	
LINC01038	
NXT1P1	
FTLP8	
CDADC1	
CACNA1I	
CACNA1I	65058_at
LINC01427	
ZDHHC4P1	
LINC00430	
LINC01080	
DDX6P2	
TGM2	
ABCC4	
RPL37P4	
APP-DT	
APP	64309_f_at
APP	
CDC27P3	
RIPOR3	61730_at
RIPOR3	
RPL35AP	
ATG3P1	
SPATA2	
FAM83D	65999_at
SLC2A10	
RN7SKP178	
PPIAP68	
INO80D	61349_at
INO80D	
RPS2P7	
KCNB1	
INPP5D	
KCNK15	
CDH22	
RPL27P8	
INO80D-AS1	
PRSS21	
NDUFS1	53769_at
NDUFS1	59297_at
NDUFS1	
RNF114	
KRT18P4	
PPIAP10	
LINC01754	
LINC01746	
EIF1P4	
ZG16B	
ZG16B	54724_at
	51320_at
CFAP61-AS1	
DUX4L34	
SLC35C2	63310_at
SLC35C2	63309_at
SLC35C2	55273_at
SLC35C2	
RPS3AP51	
TNRC6B	
TNRC6B	62552_at
PRSS30P	
PRSS22	
DIS3	
IGLC3	58867_s_at
RN7SL32P	
PIK3IP1	65840_at
PIK3IP1	
ATG16L1	
CTAGE1	
ATP7BP1	
IGLC1	58867_s_at
HORMAD2-AS1	
ISX	
MCAT	
TP53RK-DT	
APCDD1L	63270_at
APCDD1L	60263_at
APCDD1L	
CXADRP1	
RPSAP64	
DSCR4	
IGLJ1	
ATP5MFP1	
TPT1P1	
EDEM2	
RPS5P2	
LIMK2	
LINC01423	
LINC01549	
CLDN8	
CNN2P7	
BAGE2	
LINC01523	
FRG1DP	
LINC01721	
C21orf140	
LINC02943	
DSCR8	59534_r_at
DSCR8	59533_s_at
NCOA3	
FABP5P4	
LINC00351	
LINC02336	
BRK1P2	
RPL14P5	
MTND6P12	
COG6	
HADHBP1	
PRKX-AS1	
SLC5A1	
LINC00113	
PRKX	
GCSHP3	
TERF1P1	
PSMD4P1	
EEF1B2	
HUNK-AS1	
HUNK	
ASMTL-AS1	
DUXAP8	60253_at
DUXAP8	64553_r_at
DRAXINP1	
VCX2	
GAPDHP16	
EIF3FP1	
ANAPC15P1	
C21orf91	55915_r_at
C21orf91	62184_at
C21orf91	
LINC02559	
LIF-AS2	
ENTHD1	53465_at
ENTHD1	
NOLC1P1	
IL3RA	
SYN3-AS1	
LIF	
KRT18P23	
LINC00308	55120_at
LINC00308	
SNX18P12	
DSCR4-IT1	
MORC3	
SNORD51	
SNORA41	
MRPS31	
FBLN1	
CMKLR2	
P2RY8	
RPS5P8	
MTCYBP12	
RPS27AP20	
RPL6P30	
SLC25A6	
LINC00383	
GPC5-AS1	
MEDAG	64491_at
MEDAG	
LINC02938	
AMELX	
LINC01047	
CMKLR2-AS	57122_at
RN7SKP200	
COL4A2	
COL4A2	62887_at
HMGN1P6	
RN7SKP260	
HERC2P11	
MAP4K1	
ZDBF2	52413_at
ZDBF2	
ASMT	
PAXBP1	59536_at
RNF11P2	
MC3R	
ACER2P1	
HNRNPA1P51	
ENSAP1	
BPI	
DHRSX-IT1	
LINC01203	
DHRSX	54578_at
DHRSX	65130_at
DHRSX	
RIPOR3-AS1	
LINC00353	
LINC00382	
LINC01522	
BSNDP1	
PREX1	
LINC01079	
DSEL-AS1	
PEX12P1	
DSEL	58216_at
PRR20C	
SHROOM2	
STARD13	
VAV3-AS1	
LINC02785	
SLC25A24	
RARRES2P3	
ANOS1	
CBX7	
SCARNA5	
SCARNA6	
SAG	
NIPA2P3	
PNPLA3	
MAP4K1-AS1	
EIF3K	
DSCR10	
RPL23AP12	
ZNF114P1	
