hgnc_symbol	affy_hg_u95a
HLA-DRB1	
HLA-DPA1	38833_at
HLA-DPA1	
NAIPP4	
TBC1D3G	
HMGN1P12	
CFL1P5	
AK6	
PRB4	32457_f_at
PRB4	32458_f_at
PUF60	36145_at
PUF60	
HMOX2	37916_at
HMOX2	
PRH1	31635_g_at
PRH1	31634_at
PRH1	
TNXB	38508_s_at
C6orf47-AS1	
	36024_at
	31634_at
	31635_g_at
LY6E-DT	
AK3P2	
TSPY24P	
ZNF92P1Y	
RBMY3AP	
RFTN1P1	
CCL16	
CCL16	34434_at
SERBP1P2	
TSPY12P	
DUX4L19	
TTTY12	
TTTY7B	
RPL3P10	
DDX52	38358_at
DDX52	40187_at
DDX52	
OFD1P3Y	
RBMY2HP	
TTTY6	
ELOCP35	
SLC9B1P1	
USP12PY	
TTTY23	
KDM5DP1	
TTTY7	
	40926_at
	33642_s_at
LINC00279	
DUX4L17	
PRY	31412_at
RRN3	34967_at
RRN3	
TSPY18P	
PCMTD1P1	
HSFY7P	
ZNF736P6Y	
TUSC2P1	
RBMY2AP	32428_at
FAM197Y5	
TTTY2B	31414_at
TTTY2B	
TTTY21	
MRPS36	
PUDPP1	
CDRT15P10	
USP9Y	
USP9Y	36321_at
USP9Y	35885_at
USP9Y	969_s_at
HLA-F	37421_f_at
HLA-F	
	41371_at
HLA-E	32321_at
HLA-E	
CDH12P4	
TBC1D3K	
RING1	35685_at
ZDHHC20P1	
IER3	1237_at
FKBPL	
RPL12P1	33668_at
RPS18	
CYP21A1P	247_s_at
HLA-DPB1	38095_i_at
HLA-DPB1	38096_f_at
HLA-DPB1	
AIF1	37011_at
AIF1	33641_g_at
HLA-A	
HMGB1P24	
LHX1-DT	
LYZL6	37084_at
LYZL6	37085_g_at
LY6G6C	36222_at
MRPL45	
CDY3P	
PRY2	31412_at
PARN	36003_at
PARN	
TSPY25P	
OFD1P8Y	
NAPRT	
RNF19BPY	
TSPY23P	
HLA-DOA	33967_at
HLA-DOA	31728_at
HLA-DOA	31467_at
FAM197Y2	
TUBB1P2	
DUX4L31	
TSPY13P	
TBC1D3L	
ACTR3BP1	
RPS24P1	
RBMY2FP	
NEK4P1	
TTTY1B	31413_at
RCC2P2	
ZNF736P8Y	
RBMY2OP	
EIF1AY	40097_at
EIF1AY	
PAM16	
DHFRP2	
ZNF70P1	
AGER	35868_at
AGER	
HLA-DRB7	41723_s_at
TSPY19P	
BPY2	
BPY2	31411_at
ACACA	38528_at
ACACA	
HLA-L	
CCDC166	
ZNF707	
MTND1P12	
STSP1	
CTBP2P1	
MTND6P1	
DLGAP5P1	
HLA-DRA	
CDC27P2	
TTTY8B	
PABPC1P5	
TSPY22P	
RCC2P1	
SHROOM2P1	
TTTY2	31414_at
USP9YP22	
TTTY18	
DNAJA3	
RBMY2QP	
DUX4L18	
TSPY16P	
RBMY2BP	32428_at
RBMY2BP	
RBMY2GP	
ZNF736P11Y	
OFD1P9Y	
BPY2DP	
RBMY2JP	
CHEK2P1	
RBMY2UP	
FAM224B	
ZNF886P	
HTATSF1P1	
ELOCP8	
OFD1P16Y	
TTTY25P	
FAM197Y1	
ASS1P6	
SNX18P1Y	
RBMY2NP	
TTTY1	31413_at
USP9YP4	
MED14P1	
HSFY5P	
ZNF885P	
ARSFP1	
ZNF736P7Y	
SURF6P1	
XGY1	
ANKRD20A6P	
TTTY8	
SAR1AP1	
ABCF1	39141_at
ABCF1	
RBMY2KP	
TSPY21P	
TTTY19	
TSPY17P	
TTTY4	
TSPY15P	
ELOCP4	
TTTY23B	
TTTY22	
TSPY11P	
MXRA5Y	
DUX4L16	
TSPY10	35929_s_at
TSPY10	35930_at
PLA2G10	33052_at
CFB	35822_at
CFB	
MTCYBP1	
USP9YP17	
TTTY17A	
AGPAT5P1	
TSPY20P	
FAM41AY1	
CNOT3	
TTTY6B	
ELOCP15	
FAM197Y4	
TRIM60P3Y	
MTND1P1	
LINC00280	
PRRC2CP1	
TSPY5P	
ZNF736P10Y	
TSPY1	35929_s_at
RPL23AP1	
GTF2H4	41371_at
GTF2H4	
CDIP1	
CDY12P	
MTND2P3	
TIGD5	
CDY13P	
RBMY1KP	
TTTY11	
ZNF623	
ZNF623	39954_r_at
ZNF623	39953_i_at
TTTY21B	
ARSDP1	
TTTY5	
CDY4P	
MROH6	
RBMY1D	31601_s_at
PKD1P3	
	33836_at
CEP20	
SCRIB	34743_at
SCRIB	
RBMY2WP	
USP9YP24	
TTTY10	
UBE2V1P3	
FAM8A4P	
ARSLP1	40376_at
TRIM60P8Y	
HLA-DPA3	
FAM197Y9	
FAM197Y3	
PAIP1P1	
NFKBIL1	36267_at
NFKBIL1	
MED13P1	
TSPY6P	35929_s_at
LENG8-AS1	
CYCSP46	35818_at
RNU6-303P	
RNA5SP518	
RN7SL702P	
RNA5SP520	
RNA5SP521	
RNU6-109P	
RNA5-8SP6	
RNA5SP519	
RNU6-184P	
OFD1P6Y	
CORO7	
HSFY2	
MPIG6B	
RPL15P20	
ABCC6P2	39247_at
ABCC6P2	
THEMIS	
GPM6BP2	
USP9YP2	
ELOCP14	
PRYP6	
XKRYP2	
PDXDC1	40765_at
PDXDC1	
USP9YP10	
USP9YP28	
RNU1-41P	
OFD1P7Y	
MTCYBP2	
ZNF839P1	
CD24P4	
RNU6-255P	
GAPDHP19	
CLUHP1	
TAF9P1	
CDY5P	
ELOCP36	
PRYP1	
ACTG1P2	
XKRY	31415_at
USP9YP23	
USP9YP27	
RNU1-128P	
TRAPPC2P3	
OFD1P1Y	
ELOCP6	
CDY6P	
USP9YP7	
USP9YP6	
CDY7P	
USP9YP34	
USP9YP32	
CDY8P	
ELOCP12	
HLA-F	37420_i_at
TRAPPC2P8	
USP9YP15	
RNU1-95P	
USP9YP16	
XKRY2	31415_at
ACTG1P11	
PRYP2	
ELOCP26	
CDY9P	
TAF9P2	
CLUHP2	
FAM224A	
RNA5SP522	
RNA5SP523	
TUBB1P1	
FAM41AY2	
ELOCP13	
OFD1P4Y	
USP9YP14	
RNU1-48P	
USP9YP5	
XKRYP1	
PRYP5	
ELOCP7	
USP9YP1	
GPM6BP1	
TTTY9B	
RAB9AP4	
TRAPPC2P7	
TTTY14	
KDM5D	37583_at
KDM5D	
SLC44A4	
CEP170	33893_r_at
CEP170	
PBX2	38295_at
PBX2	
LINC03003	
RPS18	31545_at
RN7SKP175	
COL11A2	41652_at
COL11A2	1026_s_at
COL11A2	
HCG25	
HSFY1	
AKT3	
AKT3	40781_at
TGIF2LY	
RBMY1F	31601_s_at
PKD1P1	
ABCC6	964_at
ABCC6	
ABCC6	39247_at
CDY2A	
ZNF736P3Y	
TRIM60P9Y	
PRKY	40030_at
PRKY	
RN7SKP282	
RNU6-941P	
RNU6-521P	
SRIP3	
GOT2P5	
ATP5PFP1	
TRIM60P10Y	
ZNF736P2Y	
TRIM60P11Y	
ZNF736P1Y	
ZNF736P5Y	
BPY2C	31411_at
BPY2C	
LINC01347	
SDCCAG8	
TTTY4C	
DAZ4	40342_at
DAZ4	
HLA-DQA1	
HLA-DQA1	32773_at
C6orf136	
PRR3	37495_at
PRR3	
RNU6-747P	
MYO19	
MPV17L	
NTAN1	
GPANK1	
NOTCH4	39048_at
TAP2	
TAP2	39988_at
CSNK2B	410_s_at
CSNK2B	
VPS52	32658_at
VPS52	
NPIPA3	
BMERB1	35742_at
BMERB1	
CDY2B	
XGY2	
BFAR	
RNU6-1334P	
SRY	32864_at
RNASEH2CP1	
TOMM22P2	
RPS4Y1	41214_at
RPS4Y1	
HLA-S	
KIFC1	348_at
KIFC1	349_g_at
KIFC1	38933_at
KIFC1	
SLC39A7	
SLC39A7	40329_at
PKD1P6	
HSFY3P	
NAP1L1P2	
ZFY	31534_at
ZFY	
PCGF2	32191_at
PCGF2	32192_g_at
PCGF2	
NDE1	
ZFY-AS1	
EEF1A1P41	
PSMA6P1	36122_at
SFPQP1	
TAB3P1	
DPPA2P1	
DDX3Y	
DDX3Y	38355_at
RPL17P40	
MARF1	31936_s_at
MARF1	
TNXB	36000_at
MLLT6	
ZNHIT3	41251_at
ZNHIT3	
PRPF31-AS1	
CASKP1	
UTY	
UTY	34477_at
ABCC1	34016_s_at
ABCC1	1896_s_at
ABCC1	34017_s_at
ABCC1	34384_at
ABCC1	
SFTA2	
TADA2A	37789_at
TADA2A	
RPL35AP4	
ATF6B	36000_at
ATF6B	
LILRA4	33555_at
FLOT1	
CCHCR1	
CCHCR1	37424_at
CCHCR1	37425_g_at
HLA-DQA2	
MRM1	
GGNBP2	
NPIPA1	
NOMO3	33414_at
NOMO3	
CCL15	
CCL15	33789_at
PIP4K2B	35741_at
PIP4K2B	
TAPBP	41168_at
TAPBP	34178_at
TAPBP	
POLR2LP1	
AATF	32117_at
AATF	
TMSB4Y	31911_at
ANOS2P	31911_at
ANOS2P	
VCY	32677_at
TBC1D3H	
DDX39B	35292_at
DDX39B	
DAZ3	40342_at
HCG9	32295_at
RANP1	1839_at
RANP1	1840_g_at
ZBTB12	
DAZ1	40342_at
DAZ1	
C17orf98	
SOCS7	37128_at
SOCS7	
C6orf47	41053_at
EPOP	
LRRC37A9P	
PPP1R12BP2	
REREP1Y	
RBMY2CP	32428_at
RBMY2CP	
RDM1	
AMELY	32991_f_at
AMELY	34589_f_at
TBL1Y	
HLA-C	
GPR143P	
DAZ2	40342_at
DAZ2	
MYH11	37407_s_at
MYH11	774_g_at
MYH11	767_at
MYH11	32582_at
MYH11	773_at
MYH11	
HEATR9	
HSD17B8	41440_at
TSPY2	35929_s_at
TSPY2	35930_at
SKIV2L	37998_at
SKIV2L	
RBMY1A3P	
TTTY20	
FAM197Y8	
TSPY8	35929_s_at
TSPY8	35930_at
LY6G6D	33609_at
FAM197Y7	
TSPY7P	35929_s_at
FAM197Y6	
TSPY3	35929_s_at
TSPY3	35930_at
HNF1B	38506_at
HNF1B	711_at
HNF1B	
HNF1B	33621_at
AGKP1	
NLGN4Y-AS1	
RBMY1E	31601_s_at
HLA-DQB1	36878_f_at
HLA-DQB1	36773_f_at
STK19B	
RGL2	40521_at
RGL2	
NLGN4Y	32930_f_at
NLGN4Y	
MUCL3	
VARS2	
PIGW	
CCL5	1403_s_at
CCL5	1404_r_at
CCL5	1405_i_at
CCL5	
LINC00278	
CDY22P	
ELOCP17	
SRCIN1	
OFD1P18Y	
TRAPPC2P4	
SNORD32B	
RAB9AP3	
USP9YP20	
RNU1-40P	
USP9YP21	
XKRYP6	
PRYP4	31412_at
SNORD117	
SNORD48	
SNORD52	
ELOCP11	
CDY23P	
USP9YP26	
HSFY8P	
OFD1P15Y	
RBMY2DP	32428_at
RBMY2DP	
REREP2Y	
PPP1R12BP1	
RNU6-1314P	
CYCSP48	
ANKRD36P1	
VCY1B	32677_at
PNPLA4P1	
OFD1P2Y	
OFD1P5Y	
TBL1YP1	
RPS4Y2	
HSFY4P	
GAPDHP17	
TMEM167AP1	
	31785_f_at
TOMM22P1	
NEFLP1	
PRORY	
RBMY2TP	
TSPY14P	
RBMY1HP	31601_s_at
RBMY1B	31601_s_at
DUSP14	38272_at
GPR179	
YWHAEP7	
CISD3	
LHX1	
LHX1	295_s_at
LHX1	35388_at
RBMY1A1	31601_s_at
SYNRG	
TTTY13	
DAXX	1754_at
DAXX	41161_at
DAXX	
ELOCP5	
CDY10P	
USP9YP3	
USP9YP8	
CDY11P	
RBMY2EP	
HSFY6P	
USP9YP18	
CDY14P	
ELOCP16	
XKRYP3	
USP9YP25	
USP9YP29	
RNU1-97P	
RAB9AP1	
TRAPPC2P9	
OFD1P11Y	
PRYP3	31412_at
RNU2-57P	
VDAC1P6	31608_g_at
EIF4A1P2	
KRT18P10	
SNX3P1Y	
RPL26P37	
PCDH11Y	36367_at
PCDH11Y	
NELFE	41407_at
NELFE	
RN7SL274P	
OFD1P10Y	
NPIPA7	
ELOCP9	
CDY15P	
XKRYP4	
USP9YP13	
USP9YP11	
TTTY3B	
USP9YP12	
RNU1-86P	
RAB9AP5	
TRAPPC2P10	
OFD1P12Y	
ELOCP10	
CDY1B	33593_at
CDY17P	
USP9YP35	
USP9YP31	
CDY18P	
GOLGA6L11P	
HCG24	
DNM1P24	
CSPG4P2Y	
CSPG4P3Y	
GOLGA2P2Y	
RN7SL818P	
UBE2Q2P4Y	
LINC00265-2P	
CICP2	
SEPTIN14P22	
RBMY2XP	
TTTY17B	
TRIM60P5Y	
ZNF736P12Y	
TTTY4B	
BPY2B	
BPY2B	31411_at
PRRC2A	33913_at
PRRC2A	
ZNF736P4Y	
TTTY17C	
RBMY2YP	
SEPTIN14P23	
CICP1	
LINC00265-3P	
UBE2Q2P5Y	
GOLGA2P3Y	
RN7SL725P	
CSPG4P4Y	
CSPG4P1Y	
DNM1P48	
GOLGA6L16P	
CDY19P	
USP9YP36	
USP9YP33	
CDY20P	
ELOCP34	
OFD1P13Y	
TRAPPC2P5	
RAB9AP2	
USP9YP30	
RNU1-107P	
TTTY3	
USP9YP9	
USP9YP19	
XKRYP5	
TPTE2P4	
CYCSP49	
SLC25A15P1	
PARP4P1	
CCNQP2	
CDY1	33593_at
TSPY4	35929_s_at
TSPY4	35930_at
RNU4-45P	
RBMY1J	31601_s_at
C4B-AS1	
TSPY9	35929_s_at
BCORP1	
TXLNGY	
TXLNGY	38182_at
MYL12BP3	
POU5F1	39626_s_at
POU5F1	
ZNF736P9Y	
GYG2P1	
CYB5AP3	
CWC25	
SERPINA1	36781_at
SERPINA1	
PRIMA1	
C17orf78	
	122_at
IFI27	425_at
IFI27	
CCL14	33790_at
MMP28	
PPP4R4	
C4A	40766_at
C4A	
MOAP1	34767_at
TMEM251	41437_at
SERPINA6	37833_at
SERPINA6	
FAM181A-AS1	
BTBD7	
TAF15	36822_at
TAF15	
DXO	38157_at
RNU6-280P	
NOTCH4	
IFI27L1	
UNC79	
	38109_at
PHF1	
PHF1	40446_at
C4B	
CCL15-CCL14	33790_at
CCL15-CCL14	33789_at
DHRS11	
ARHGAP23	
LINC02287	
CCDC197	
SERPINA10	
ATP6V1G2	33033_at
OBP2B	
UBR7	
LCN1P1	
ABO	34469_at
LINC02833	
SERPINA2	
SERPINA2	31963_at
LCN1P2	
SURF6	
ITPK1-AS1	
ASB2	
MED22	37410_at
MED22	
DDR1	1007_s_at
DDR1	36643_at
PSMB3	1309_at
PSMB3	
CDSN	39991_at
ITPK1	35755_at
ITPK1	
TBC1D3F	
TBC1D3JP	
RPL7A	
SNORD24	
SNORD36B	
SNORD36A	
OTUB2	
SNORD36C	
SURF1	35646_at
SURF1	
MICE	
FAM181A	
COX8C	
IFI27L2	
SLC16A1	36206_at
SLC16A1	
SURF2	38210_at
CHGA	40808_at
CHGA	
SURF4	
AKR7A2P1	
LRIG2-DT	
ZBTB22	34179_at
ZBTB22	34178_at
USP8P1	
DDX24	
SERTAD4-AS1	
STKLD1	
SERTAD4	
ST13P19	
HHAT	
REXO4	
C4B	40766_at
GON7	
RNU6-1258P	
	410_s_at
RNU5A-8P	
BPNT2P1	
ADAMTS13	
LY6G6D	
	36878_f_at
ZNF445	
ZNF852	
CACFD1	
EI24P3	
ZKSCAN7	35102_at
ZKSCAN7	
HLA-DQB1	
SLC2A6	
ZKSCAN7-AS1	
ZNF660	
MPRIPP1	
ZNF197	
ZNF197	35456_r_at
ZNF197-AS1	
ZNF35	39944_at
ZNF35	
CYP21A2	247_s_at
CYP21A2	
SOCS5P3	
ZNF502	
HCG20	
ZNF501	
KIAA1143	
KIF15	
MICA	40755_at
MICA	
FOXR1	
CENATAC-DT	
CENATAC	
FAM8A5P	
RPL23AP64	
RPS25	31573_at
RPS25	
TRAPPC4	
MIR564	
TMEM42	
TGM4	
TGM4	39278_at
SLC37A4	33921_at
HYOU1	33863_at
HYOU1	
LINC00349	
RNU1-62P	
RNA5SP136	
SNX19P2	
ANKRD26P4	
TERF1P5	32257_f_at
TERF1P5	1329_s_at
PARP4	37303_at
PARP4	
ZDHHC20P2	
USP12-DT	
MIPEP	36830_at
MIPEP	
C4A-AS1	
LINC00442	
PSPC1P1	
RHOT1P3	
CYCSP33	
TPTE2P6	
LSP1P1	
ZNF962P	
FAM207BP	
LINC00297	
KATNAL1	
LINC00365	
RPL17P51	
HSPD1P9	
GGT4P	32893_s_at
GGT4P	715_s_at
C1QTNF9-AS1	
UBE2L5	223_at
CCNA1	1914_at
VPS11-DT	
VPS11	32823_at
VPS11	
PAN3-AS1	
USPL1	
USPL1	31847_at
LINC00384	
URAD	
MTCO3P2	
HMGB1	
STARD13-AS	
KAT6B	
KAT6B	35203_at
SOHLH2	
FEM1AP4	
LINC00572	
USP24P1	
GPALPP1	
ZBTB9	
FAM230C	
LINC00330	
HSPH1	34398_at
HSPH1	
IGSF3P1	
KMT5AP1	
WDR46	33250_at
WDR46	
NALCN-AS1	
LINC00411	
RPS20P32	
FABP3P2	
LINC02340	
MTUS2-AS1	
NUFIP1	37518_at
KPNA3	35725_at
KPNA3	
SMARCE1P5	
LINC01066	
CRYL1	
C13orf46	
RASA3	32862_at
RASA3	
LINC00398	
SMPD4P2	
LINC00562	
RPS21P8	
RBM22P2	
ATP5F1EP2	
CDX2	40392_at
CDX2	170_at
PAN3	
RASA3-IT1	
LINC00332	
CAB39L	
CYCSP34	
RGS17P1	
CHCHD2P11	
LINC02334	
TIMM9P3	
LINC00457	
RAD17P2	
SMIM2-IT1	
PRDX2P1	
SLC25A15	
LINC00385	
LINC00387	
DNAJC15	
LINC00412	
STARD13-IT1	
GPR12	31320_at
LINC01076	
MTUS2-AS2	
GTF2F2	36510_at
GTF2F2	
LEUTX	
DYRK1B	37834_at
DYRK1B	
LINC02343	
ZNF646P1	
RPP40P2	
PPIAP26	
GAMTP2	
WASF3	
WASF3	1058_at
LINC00366	
LINC00407	
ANKRD26P3	
MIR6719	
FBL	32843_s_at
FBL	39173_at
FBL	
POSTN	1451_s_at
POSTN	
DUSP29	
FCGBP	39014_at
PRR13P5	
PSMC4	32848_at
ZNF546	
ZNF780B	
ZNF780A	35376_f_at
ZNF780A	
SYNGAP1	
RNU6-943P	
SERP2	
LINC00558	
GNG5P5	
FNDC3A	38649_at
FNDC3A	
LINC01784	
PRAMEF11	
PRAMEF30P	
HNRNPCL1	32408_s_at
PRAMEF2	35069_at
PRAMEF4	
PRAMEF10	
FHP1	
CCDC169-SOHLH2	
PRAMEF7	
RNU6-1072P	
PRAMEF29P	
PRAMEF6	
BCL2L14	
FREM2-AS1	
TOMM22P3	
EEF1A1P3	
PRAMEF28P	
SUGT1P3	
PRAMEF27	
LHFPL6	
HNRNPCL3	32408_s_at
WDR95P	
POLR3KP1	
SLC25A5P4	
LINC00378	
PRAMEF34P	
PRAMEF35P	
SPATA13-AS1	
USP12-AS1	
PRDX3P3	
PRR20FP	
PRAMEF36P	
RPSAP53	
DNAJA1P1	
LINC01065	
PRAMEF26	
DIAPH3-AS1	
ELL2P3	
BCRP9	
AKAP11	34657_at
HNRNPCL4	
PTMAP9	
MIR1244-4	
LRP6	34697_at
LRP6	
PRAMEF13	35069_at
SMIM2	
MZT1	
CASC20	
PRAMEF31P	
PLCB1-IT1	
LINC01053	
ADRA1D	36729_g_at
ADRA1D	36728_at
H3P36	254_at
LINC00374	
PROSER1	
RSPO4	
PRAMEF32P	
RNU6-771P	
DEFB129	
ANGPT4	
SIRPG	
RPL37P21	
COX7CP1	
ERICH6B	
LINC00547	
RPL13AP25	35119_at
KL	
KL	38304_r_at
DYNLT3P1	
SHLD1	
MARK2P12	
TPTE2P5	
RNU6-545P	
LINC01706	
RNU6-318P	
MANSC1	
TMX4	40478_at
TMX4	38837_at
TMX4	
PCDH8	32368_at
RPL23AP66	
RPL35AP31	
LOH12CR2	
PIBF1	36012_at
PIBF1	
SLX4IP	
BORCS5	
EEF1A1P34	
DEFB125	
DUSP16	
MACROD2-IT1	
NKX2-2	33606_g_at
NKX2-2	33605_at
BMP2	1113_at
BMP2	40367_at
PDYN	35954_at
PDYN	
FABP5P1	39799_at
BORA	
MAGI1	32270_g_at
MAGI1	150_at
MAGI1	32268_at
MAGI1	
LINC01428	
RPLP0P1	
FAM110A	
INSM1	33157_at
SIRPG-AS1	
DEFB128	
LINC01713	
LINC00393	
BTBD3-AS1	
	41569_at
IDH3B-DT	
KLHL1	
SCP2D1-AS1	
DEFB126	
BTBD3	37755_at
BTBD3	
GTF3A	36188_at
GTF3A	
MFAP1P1	
LINC00437	
CNMD	41069_at
CNMD	
NKX2-4	
RPL7P2	
RPS10P2	
EIF4E2P1	
TMEM230	
B3GLCT	
BCL7A	32842_at
BCL7A	
LINC01442	
NAP1L4P3	
HNF4GP1	
RPL12P34	
PCDH9-AS4	
TPTE2P2	
LINC02985	
MLXIP	35260_at
HMGN2P39	
LINC00364	
PLA2G12AP2	
ZDHHC20P4	
LINC00550	
PCDH9-AS2	
ELF1	40067_at
ELF1	
PCSK2	41020_at
PCSK2	
SCEL	
SCEL	35105_at
ZNF343	
	36019_at
PA2G4P2	
NKX2-2-AS1	
CST8	
SLC25A26	
SLC25A26	39195_s_at
ISM1	
SNORD84	
SNORA38	
FLRT3	
CST5	31723_at
RPL7AP13	
PGAM3P	
LINC01752	
SYNDIG1	
LINC01432	
RPS11P1	
HAO1	35891_at
COX4I1P2	
FGFR1OP2P1	
KATNBL1P1	
TSC22D1	39032_at
TSC22D1	
RNU6-787P	
RN7SL482P	
LINC01751	
XRN2	
NPM1P22	
NIPA2P5	
PWWP2AP1	
RPL31P53	
RPL18AP17	
SPATA2P1	
HSPD1P8	
RPL21P111	
MTCL1P1	39614_at
FREM2	
RNF5	
GPCPD1	
RPL21P109	
LINC00331	
CTAGE11P	
PRR20B	
HNRNPA1P18	
TBC1D4	34672_at
TBC1D4	
	32868_at
SIRPB3P	
SNRPB2	38399_at
SNRPB2	
HLA-DRB8	41723_s_at
LINC01355	
LINC01722	
HNRNPR	
HNRNPR	39792_at
GAPDHP2	
PCMTD1P7	
CST13P	
VDAC1P12	
RPL21P108	
RPS3AP52	
CTAGE16P	
UBBP5	
LINC00333	
EIF4EP1	
CST7	34965_at
PRR20D	
SPRY2	33700_at
PRR20E	
PTPN2P2	
RPS3P1	
UFM1	
CSTP1	
APMAP	
BFSP1	32999_at
BFSP1	
IGKV5-2	
IGKV7-3	
OR7E33P	
PGBD4P5	
MTND4P1	
IGKV2-4	
MTCO2P3	
DACH1	40312_at
IGKV1-5	
IGKV1-6	
IGKV3-7	
IGKV1-8	
IGKV1-9	
IGKV2-10	
IGKV3-11	
IGKV1-12	
IGKV1-13	31512_at
IGKV2-14	
IGKV3-15	
IGKV1-16	
IGKV1-17	
IGKV2-18	
IGKV2-19	
IGKV3-20	
FRG1EP	
PDYN-AS1	
IGKV6-21	
BSNDP2	
CFTRP2	
IGKV1-22	
IGKV2-23	
GGTLC1	32893_s_at
GGTLC1	715_s_at
IGKV2-24	
IGKV3-25	
IGKV2-26	
IGKV1-27	
IGKV2-28	
IGKV2-29	
IGKV2-30	
IGKV3-31	
IGKV1-32	
IGKV1-33	
GTF2IP3	
ZNF436	
IGKV3-34	
OR7E111P	
IGKV1-35	
IGKV2-36	
IGKV1-37	
PPIAP23	
LINC02333	
IGKV2-38	
IGKV1-39	
KLF5	
KLF5	37926_at
ZNF436-AS1	
IGKV2-40	
FAM182B	
FAM182B	40559_at
TCEA3	
POM121L3P	737_at
CST2	35506_s_at
RBM26-AS1	
CST12P	
HCP5	
RPL31P54	
DSTN	38385_at
DSTN	
CBY2	
LINC00408	
ASAP3	
CFTRP3	
UBE2D3P4	
VN1R108P	
WASF3-AS1	
STK35	
LINC00377	
TGDS	41668_r_at
TGDS	41667_s_at
TGDS	
DUX4L35	
LINC01597	
RPS18P1	
SCRT2	
ISM1-AS1	
NCOA6	
NCOA6	40411_at
RPS10P21	
BCAS2P3	
RABEPKP1	
FLT1	1964_g_at
FLT1	991_g_at
FLT1	1545_g_at
FLT1	990_at
FLT1	1963_at
FLT1	
E2F2	2068_s_at
ID3	37043_at
NEK2P2	
TOMM40P2	
CCT8L2	
CFTRP1	
DEFB127	
IGKV2OR22-3	
ANKRD62P1-PARP4P3	
LINC01723	
ZNF402P	
FABP5P11	
CHEK2P4	
ACTR3BP7	
IGKV1OR22-5	
GLRXP1	
SPTLC3	
ABCD1P4	
SLC25A15P5	
PABPC1P9	
HSFY1P1	
LINC01665	
TMEM191B	
DUX4L32	
HSPE1P1	
GSTM3P1	
MACROD2-AS1	
BNIP3P2	
FAM182A	
ANKRD62P1	
ZNF72P	
GRAMD4P2	
MED15P7	
NBEAP3	37884_f_at
SUSD2P2	
FRG1GP	
IGKV3OR22-2	
FAM247B	716_at
PCDH9-AS3	
BMS1P22	
ACSS2	
UBAC2	
KCNMB3P1	
IGKV2OR22-4	31319_at
POTEH-AS1	
CSN2	34122_at
PARP4P3	
GPM6BP3	
SLC9B1P4	
DUXAP8	
PPP1R26P2	
FAM230A	
MTND1P17	
NF1P6	
STATH	39680_at
STATH	
RFC3	39269_at
RFC3	
CA15P2	
TPTEP1	
HTN3	41148_at
HTN3	
GGTLC3	32893_s_at
GGTLC3	715_s_at
SYNGR2P1	
CLTCL1	33330_at
CLTCL1	
RN7SL673P	
DNM1P28	
ULK4P3	
GOLGA8T	
RN7SL469P	
DNM1P30	
ANKRD26P2	
RNU6-17P	
DCT	41182_at
DCT	31465_g_at
DCT	31464_at
CHRNA7	
HTN1	
ARHGAP11B-DT	
RN7SL628P	
ULK4P2	
DNM1P50	
GOLGA8Q	
POU4F1	35940_at
POU4F1	35939_s_at
CSN1S2AP	
TM9SF2	
TM9SF2	34307_at
PRR27	
RN7SL796P	
MPHOSPH10P2	
GOLGA8N	
RN7SL286P	
SCG5	
SLAIN1	
IGKV1OR22-1	
PSLNR	
RIMBP3	
IGLV3-2	
PI4KAP1	40783_s_at
PI4KAP1	
SCG5-AS1	
GREM1-AS1	
FAT1P1	
DUX4L33	
AIMP1P1	
DEFB115	
MIR663AHG	
PSMD10P3	
SPATA13	
MED15	
LINC02542	
IBTK	36875_at
IBTK	
TP53INP2	
CYCSP41	
FAM207CP	
OR4K11P	
LONRF2P5	
CST2P1	
CST9LP1	
MED28P7	
RPS27AP2	
JAG1	35414_s_at
JAG1	33178_at
JAG1	
SOWAHCP2	
SNX18P13	
CTBP2P10	
C21orf91-OT1	
RBPMSLP	
SREK1IP1P1	
CDRT15P8	37885_at
MIR548XHG	
FDPSP6	
RPL39P40	
GXYLT1P2	
PPIAP22	33667_at
SLC6A6P1	
FEM1AP1	
CTBP2P9	
CHODL-AS1	
TUBAP1	
TMPRSS15	31407_at
TMPRSS15	
SLC23A2	38122_at
SLC23A2	
TBCE	
TBCE	35159_at
OGFOD1P1	
LINC00392	
NHLRC3	
FRG1FP	
IGLC2	33273_f_at
IGLC2	33274_f_at
VN1R7P	
ZNF299P	
VWFP1	
IGLV3-6	
IGLV2-8	
IGLV3-12	
IGLL5	
LINC02246	
RPS21P1	
B3GALNT2	
IGLV3-10	
SNX19P1	
IGLV3-9	
IGLV2-11	
RNF185-AS1	640_at
IGLV3-7	
SLC25A15P4	
GPX1P2	37033_s_at
OSBP2	
CXADR	37534_at
CXADR	
LINC02338	
LINC00557	
OLFM4	38615_at
PPIAP3	
CST9L	
ARF4P3	
LIN28AP2	
CCT5P2	
PSPC1P2	
PRR20A	
MTCYBP14	
MTND6P14	
MTND5P19	
LINC01078	
MTND4P10	
MTND4LP21	
MTND3P8	
MTCO3P46	
GNG4	39666_at
IPO5	
IPO5	39028_at
BSNDP3	
FAM242B	
DUX4L37	
LINC01734	
TASP1	
IGHV1OR21-1	
HSPD1P7	
LINC01687	
MSANTD2P1	
C1QBPP1	
RNU6-130P	
NANP	
RWDD2B	
TPBG	368_at
CTNNBL1	
CPEB2-DT	
RPL10P1	
